%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Airs_0 NUMERIC
@ATTRIBUTE  Length_Area_0 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Length_Area_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Length_Area_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Length_Area_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Length_Area_4 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Length_Area_5 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Length_Area_6 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Length_Area_7 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE  Length_Area_8 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
0.0189753,0,0.038425,0.128496,0,0,0.0464896,0,0.0199241,0.00607507,0.028463,0.043895,0.16556,0,0.00474383,0,0.268975,0.0497649,accident
0.0207911,0.102519,0.0522312,0.235457,0,0,0.0248479,0,0.0507099,0,0.040568,0.103638,0.143002,0,0.0273834,0,0.0385396,0.0751229,accident
0.0143639,0,0.00718194,0.149205,0,0,0.0212038,0.0981672,0.0335157,0.0142861,0.0304378,0.083644,0.118673,0.0459426,0.240082,0,0.0540356,0.0906448,accident
0.00467047,0,0.0568241,0.123823,0,0,0.0775817,0,0.165023,0,0.0695381,0.110581,0.170732,0,0.0217955,0,0.0368448,0.0512908,accident
0,0,0.0791053,0.129722,0,0,0.0651937,0,0.000545554,0,0.0133661,0,0.218767,0,0.000272777,0,0.0163666,0.116376,accident
0,0,0.0604839,0.17429,0.000896057,0.00699843,0.0403226,0,0.0264337,0,0.0331541,0.12864,0.0228495,0,0,0,0.0913978,0,accident
0.00218023,0,0.0348837,0.110419,0,0,0.0792151,0.0260602,0.00835756,0.00465343,0.028343,0.102204,0.102471,0,0.00508721,0,0.234375,0.0691718,accident
0,0.00301324,0.0419034,0.183948,0,0,0.0216619,0.0957241,0.0365767,0,0.0269886,0.0836047,0.136364,0,0.0237926,0,0.0887784,0.0994745,accident
0.0155039,0,0.0794574,0.08966,0,0,0.0113049,0,0.0313307,0.047545,0.0277778,0.0667813,0.125,0.0632945,0.0200258,0,0.0587855,0.120513,accident
0.00825826,0,0.0439189,0.129514,0,0,0.0135135,0.106012,0.000750751,0,0.0352853,0.132916,0.00938438,0,0.00825826,0,0.0349099,0,accident
0.00239234,0,0.0403509,0.0678363,0.00590112,0.0356456,0.0429027,0.0728298,0.0529506,0.0267413,0.0100478,0.0729417,0.0200957,0.122015,0.241946,0.0609211,0.110686,0.09127,accident
0.00442308,0.0536491,0.0128846,0.0852102,0,0.00354598,0.00923077,0.0784098,0.0221154,0.0539133,0.0321154,0.0924722,0.0125,0.0970823,0.158654,0.133719,0.0503846,0.1231,accident
0.000472813,0.0293253,0.103073,0.144272,0,0,0.0070922,0.08948,0.120804,0.118836,0.0205674,0.0893566,0.0929078,0.122076,0.283688,0.134907,0.120567,0.13143,accident
0.0442797,0.066681,0.0487288,0.107437,0.00127119,0.0233095,0.0658898,0.103117,0.0095339,0.0712559,0.00826271,0.101733,0.160593,0.126113,0.104237,0.109635,0.0065678,0.0888085,accident
0.0238643,0.00642918,0.066705,0.153479,0,0,0.0644048,0.102446,0.0161012,0.0679905,0.020414,0.110431,0.00920069,0.138023,0.179126,0.155903,0.197527,0.141617,accident
0.0447761,0.0525868,0.0352113,0,0.000945974,0,0.00168173,0.0602437,0.0037839,0.0379531,0.0140845,0.0736997,0.0302712,0.0941648,0.258671,0.0828913,0.0392054,0.0519577,accident
0.0274525,0.0608536,0.00260213,0,0.010929,0,0.00494405,0.0451836,0.0152225,0.028675,0.0111892,0,0.0714286,0.0551837,0.495706,0.139439,0.193339,0.0905003,accident
0.0696157,0.0593207,0.0623814,0.0769009,0.00118596,0,0.00415085,0.0645503,0.00189753,0.0188615,0.0160104,0.0714974,0.0646347,0.0977045,0.0138757,0.0843656,0.0468454,0.0934435,accident
0.00138675,0.0351152,0.133128,0.0659113,0.0178737,0.0551884,0.00338983,0.0755894,0.00523883,0.0674584,0.0405239,0.0226861,0.00354391,0.107539,0.224961,0.0493952,0.00385208,0.0392755,accident
0.0306972,0.0659475,0.0174298,0.0550921,0.000520291,0,0.00702393,0.0677847,0.00117066,0.0603602,0.0208117,0,0.226717,0.0909685,0.0219823,0.134322,0.00949532,0.0666762,accident
0.0602911,0.0682894,0.0696466,0.0606435,0,0,0.011088,0.103921,0.0564796,0.13939,0.023562,0.0695434,0.0952876,0.0466797,0.012474,0.0747612,0.29799,0.159569,accident
0.0168495,0.0306085,0.0458464,0.126775,0,0,0.0105799,0.0328967,0.0768025,0.104086,0.0160658,0.0894384,0.0289969,0.116232,0.096395,0.170042,0.122257,0.158316,accident
0,0,0.11182,0.0976092,0.00892857,0.122855,0.0182823,0,0.00085034,0,0.0165816,0.133894,0.193452,0.171005,0.233418,0.165616,0.0191327,0.216641,accident
0.0608059,0.12103,0.00549451,0.0379514,0,0,0.0915751,0.144172,0.0344322,0.111723,0.0135531,0.0204731,0.234066,0.131403,0.106593,0.186611,0.0842491,0.152921,accident
0.00868726,0.0386811,0.0112613,0.0912994,0.0045045,0.0413361,0.00997426,0.103918,0.0785071,0.08855,0.0109395,0.104933,0.213964,0.115485,0.0855856,0.122143,0.0669241,0.184234,accident
0.0009375,0.00884238,0.064375,0.0798329,0.0135937,0.0947585,0.00578125,0.0829414,0.0479687,0.0473666,0.003125,0.05758,0.130469,0.0384809,0.0309375,0.037224,0.158594,0.142764,accident
0.00375094,0.0228281,0.0414479,0.0866367,0.000562641,0.104769,0.00656414,0.0931309,0.00937734,0.0120964,0.014066,0.0889308,0.0425731,0.0286291,0.117967,0.0356305,0.0112528,0.0899628,accident
0.00120773,0.0100133,0.0496511,0.080039,0.00389157,0.0764103,0.0111379,0.0789178,0.0267042,0,0.00496511,0.0657651,0.335212,0.0171266,0.250671,0.0168591,0.0033548,0.0307071,accident
0.00133824,0.0254956,0.10639,0.0806652,0.0058548,0.0793058,0.0016728,0.0865499,0.00552024,0,0.0115423,0.032442,0.118267,0,0.0670793,0,0.150719,0.0870238,accident
0.030303,0.054125,0.0728562,0.0639522,0.012089,0.075919,0.000322373,0.0397731,0.0206319,0,0.00612508,0.0300652,0.295455,0.0743265,0.130561,0.0379521,0.186815,0.114429,accident
0,0,0.022,0.283703,0,0,0.026,0.0611825,0.034,0,0.027,0.0740133,0.01,0.0966256,0.028,0,0.026,0.304159,accident
0.0553977,0,0.0830966,0,0,0,0.0795455,0.136078,0.00426136,0,0.0667614,0,0.316051,0.326848,0.0234375,0.217837,0.0134943,0.0896514,accident
0,0,0.134194,0.142763,0.00387097,0,0.0464516,0.0359698,0.0380645,0.0258897,0.0206452,0,0.0541935,0.181688,0.345806,0.206873,0.0206452,0.130519,accident
0.000701262,0,0.045582,0.115793,0.00701262,0,0.0497896,0.178031,0.00701262,0.0364024,0.00420757,0,0.0546985,0.203086,0.026648,0.108854,0.0231417,0.157612,accident
0.0509091,0,0.157273,0,0.0409091,0,0.0127273,0.156055,0.0890909,0.141573,0.0263636,0.0162623,0.184545,0.0664341,0.204545,0.115738,0.0409091,0.158427,accident
0.00826211,0.0264595,0.226353,0,0.0182336,0.0749691,0.00498575,0.0735862,0.051567,0.0285409,0.0135328,0,0.145299,0.0508921,0.254843,0.0432397,0.0037037,0.0150227,accident
0.00700855,0.0826612,0.166154,0.105927,0.00581197,0.033813,0.0042735,0.0882149,0.00205128,0.0092254,0.00991453,0,0.353333,0.043784,0.12906,0.0620894,0.0241026,0.0856974,accident
0.0202957,0.0399223,0.0115591,0.069992,0.0103495,0.0386464,0.000537634,0.0658918,0.0432796,0,0.0170699,0.038635,0.00913978,0.0526993,0.0587366,0.051689,0.0110215,0.0525041,accident
0.0225508,0.0467188,0.0712366,0.0733365,0.0123955,0.0428606,0.0041816,0.0750313,0.0041816,0.0474424,0.00403226,0.0525882,0.0810932,0.0753439,0.000746714,0.0626938,0.000746714,0.0644864,accident
0.0513374,0.0181882,0.0343687,0.0748127,0.00589589,0.00824152,0.0070463,0.0732531,0.00258844,0,0.0337935,0.0535166,0.0452977,0.0550945,0.0424216,0.0716071,0.013086,0.0712783,accident
0.00928944,0.048342,0.0585072,0.0896818,0.0210235,0,0.00195567,0.0764775,0.00602999,0,0.0193937,0,0.438559,0.156288,0.0531291,0.125853,0.023957,0.0839603,accident
0.0107456,0.0442783,0.139254,0.0309379,0.0127193,0.0469655,0.0550439,0.101157,0.00285088,0,0.00592105,0,0.191228,0.122716,0.0491228,0.141181,0.0138158,0.0924543,accident
0.0205357,0,0.066369,0,0.0241071,0,0.0107143,0.0129692,0.00863095,0,0.010119,0.0442504,0.0681548,0.131383,0.0208333,0.1305,0.0196429,0.0997274,accident
0.066705,0.0549115,0.113571,0,0.0327775,0.0474602,0.00258769,0.0985735,0.00201265,0,0.00143761,0.0957788,0.0123634,0.20895,0.563255,0.115128,0.0258769,0.0919004,accident
0.0181159,0.0301132,0.10628,0.110479,0.022343,0,0.00452899,0.107853,0.0102657,0.114628,0.0117754,0,0.0458937,0.25296,0.289251,0.208025,0.00845411,0.101918,accident
0.00935829,0,0.200535,0.24742,0,0,0.0160428,0,0.0173797,0,0.0668449,0.205067,0.132353,0,0.0360963,0.0944981,0.0762032,0,accident
0.00789474,0,0.117105,0.22386,0,0,0.00789474,0.1793,0.0276316,0,0.0605263,0,0.0118421,0,0.0473684,0,0.0289474,0.193761,accident
0.0189394,0.170894,0.0618687,0,0,0,0.0138889,0,0.0138889,0,0.0568182,0.241208,0.0467172,0,0.0265152,0,0.00757576,0.0995503,accident
0.00625,0,0.0239583,0.201024,0,0,0.00520833,0,0.040625,0,0.0614583,0.187572,0.0614583,0,0.0322917,0,0.0458333,0.143447,accident
0.00695652,0.0140213,0.0695652,0.189063,0,0,0.0252174,0.156023,0.0617391,0,0.0313043,0.132122,0.026087,0,0.174783,0,0.04,0.202029,accident
0.0180041,0,0.0545267,0.249172,0,0.00514403,0.058642,0,0.00617284,0,0.0329218,0.151557,0.0946502,0,0.169239,0.009604,0.0396091,0.0599627,accident
0.0172414,0.02495,0.0777867,0.136731,0,0,0.0573376,0,0.00200481,0.0080262,0.0276664,0.111478,0.0918204,0,0.0449078,0.0101004,0.0605453,0.103722,accident
0.00179426,0,0.0574163,0.0922097,0,0,0.0580144,0,0.217703,0,0.0266148,0.0835989,0.0882177,0,0.13756,0,0.0143541,0.115119,accident
0.0156695,0,0.0655271,0.116913,0,0,0.00819088,0,0.0153134,0.00912411,0.0235043,0.0871091,0.0665954,0,0.0316952,0,0.0135328,0.0622232,accident
0.0235043,0,0.0890313,0.113928,0,0,0.0712251,0,0.0637464,0.0305625,0.034188,0.0919226,0.34188,0,0.0349003,0,0.0192308,0.0792053,accident
0,0,0.149123,0.101025,0,0,0.0343567,0,0.00475146,0.0757921,0.0434942,0.0993855,0.112939,0,0.0237573,0,0.0197368,0.126019,accident
0.0185185,0,0.109162,0.126208,0,0,0.0360624,0,0.134016,0,0.0287524,0.0769787,0.0131579,0,0.00974659,0,0.0146199,0.160418,accident
0.0111111,0,0.0878788,0.16234,0,0,0.010101,0,0.0626263,0,0.0727273,0.130609,0.0494949,0,0.0217172,0,0.0429293,0,accident
0.0171784,0,0.0672515,0.147711,0,0,0.0233918,0,0.000730994,0.0885257,0.0266813,0.108992,0.0292398,0,0.0372807,0,0.136696,0.118787,accident
0.012987,0.0651721,0.0441558,0.206012,0,0,0.0207792,0.124408,0.00692641,0,0.104762,0,0.0424242,0,0.0419913,0,0.380952,0.0105501,accident
0.103716,0.0723403,0.0763514,0.11071,0,0,0.0202703,0,0.143243,0.131595,0.104054,0.11346,0.0351351,0.0144832,0.0618243,0.023857,0.283108,0.0339071,accident
0,0,0.00956938,0.182261,0.0245215,0.136026,0.00538278,0.0284327,0.0783493,0.122511,0.00956938,0.164729,0.0514354,0,0.0861244,0.110181,0.0424641,0.184695,accident
0,0,0.0714286,0.149912,0.0152439,0.146948,0.00566202,0,0.284843,0,0.00522648,0,0.0348432,0,0.0352787,0.0309094,0.119774,0.218873,accident
0.00329381,0.0199377,0.0230567,0.155088,0,0,0.0085639,0.168961,0.140975,0.224604,0.00461133,0.0708097,0.482872,0.0153459,0.0210804,0.0952458,0.0467721,0.17368,accident
0.00380952,0,0.11381,0.195061,0.00333333,0.00666667,0.0309524,0.132065,0.112857,0.0653595,0.0819048,0.180002,0.148571,0.139819,0.0490476,0.236003,0.00380952,0,accident
0,0,0.0995745,0.125018,0.00106383,0.0504736,0.0121277,0.084101,0.00468085,0,0.00148936,0.0870534,0.102128,0.115458,0.161702,0.0452291,0.0712766,0.0798982,accident
0,0,0.00964096,0.155601,0.00365691,0.0470717,0.00398936,0,0.00897606,0,0.00465426,0.124165,0.0917553,0,0.00199468,0.0302389,0.0209441,0.0841344,accident
0,0,0.0338915,0.113562,0.0015949,0.0429651,0.0143541,0.0358053,0.164274,0.0772247,0.0167464,0.118561,0.196571,0.130452,0.0279107,0.042464,0.0745614,0.107948,accident
0,0,0.0123106,0.110149,0.00820707,0.104664,0.00441919,0.0257271,0.205808,0.0584798,0.0890152,0.105282,0.203283,0.152089,0.0934343,0.0385357,0.0479798,0.088589,accident
0,0,0.0685976,0.136437,0.0201982,0.0262819,0.015625,0.10321,0.461128,0.11592,0.00190549,0.120708,0.0876524,0.0618602,0.0495427,0,0.0846037,0.12091,accident
0.0189135,0,0.150604,0.0586952,0.00583501,0.0246419,0.0351107,0,0.0241449,0,0.0472837,0.0158379,0.00241449,0,0.00231388,0,0.00432596,0,accident
0,0,0.0656463,0.0383967,0.00464853,0.0263972,0.0283447,0,0.0209751,0,0.0153061,0.0663639,0.0984127,0.026195,0.223243,0,0.05,0.00378871,accident
0.00895522,0,0.198081,0.12476,0.00223881,0,0.0345416,0,0.00469083,0,0.013113,0.0667847,0.0413646,0,0.0102345,0.00963843,0.154904,0.0111372,accident
0.0111224,0,0.118265,0.0670133,0.00581633,0.00929518,0.0217347,0,0.0120408,0,0.040102,0.0595197,0.0367347,0.0504419,0.0147959,0.00373959,0.0415306,0,accident
0,0,0.110193,0.0531628,0,0,0.0482474,0,0.0160153,0,0.0715149,0.0632009,0.0513699,0,0.00423046,0,0.0594279,0.0279502,accident
0.00340909,0,0.0321023,0.152752,0,0,0.00568182,0.027272,0.0102273,0.0298129,0.0258523,0.0842118,0.264205,0.0362444,0.0446023,0.0756343,0.0321023,0.129628,accident
0,0,0.151822,0.137166,0,0,0.0178812,0,0.0620783,0,0.00236167,0.0788281,0.0506073,0.096692,0.177126,0.0865194,0.052969,0.151423,accident
0,0,0.0455712,0.161882,0,0,0.0173299,0.0289042,0.0661104,0.182772,0.00834403,0.0287602,0.0397946,0.0883975,0.290757,0.0600841,0.0173299,0.128469,accident
0.00826121,0.0850691,0.119591,0.157934,0,0,0.00393391,0.0304008,0.0043273,0.120548,0.00275374,0.121577,0.095594,0.0297428,0.0971676,0.0761374,0.0129819,0.203101,accident
0,0,0.023545,0.142137,0.0026455,0.00937569,0.00608466,0.0339426,0.0730159,0.151498,0.012963,0.0917589,0.0984127,0.104033,0.0917989,0.0527203,0.176455,0.140283,accident
0.00961538,0,0.037296,0.136588,0,0,0.0174825,0.0410621,0.0754662,0,0.00699301,0.0796651,0.0888695,0.056778,0.104895,0.0638164,0.218531,0.163712,accident
0.003125,0.058578,0.1625,0.0878656,0.0118056,0.113946,0.00104167,0,0.00868056,0,0.00625,0,0.210764,0,0.148958,0.0460731,0.0177083,0.0732099,accident
0,0,0.346077,0.163903,0.00199468,0,0.0791223,0.115305,0.0714761,0,0.0142952,0.119528,0.333444,0.083278,0.028258,0.0771632,0.0345745,0.108003,accident
0.00165472,0,0.348042,0.159891,0,0,0.0355764,0,0.00275786,0,0.015444,0.09773,0.137617,0.0752521,0.0896304,0.105388,0.0504688,0.131058,accident
0,0,0.0581841,0.137402,0.00671355,0,0.00671355,0.024619,0.23913,0,0.0265345,0.115111,0.0757673,0.105583,0.0428389,0.0448019,0.0255754,0.190989,accident
0.0107433,0,0.0206156,0.165448,0,0,0.0966899,0,0.0191638,0.00696864,0.0124855,0.0163183,0.0705575,0,0.184088,0,0.0406504,0.147651,accident
0.00979843,0,0.0638298,0.110368,0,0,0.0299552,0,0.0380739,0,0.0358343,0.102574,0.0442329,0,0.0207167,0,0.0520717,0.0474458,accident
0.046332,0,0.0802537,0.127771,0,0,0.0499173,0,0.00661886,0.0215277,0.0179261,0.0916832,0.2016,0,0.0286817,0,0.0488141,0.0310463,accident
0.000968992,0,0.060562,0.155979,0,0,0.0329457,0.0914832,0.0169574,0.00416779,0.029312,0.0851436,0.16061,0,0.0116279,0,0.0297965,0.0731137,accident
0.0037234,0,0.100266,0.116492,0,0,0.0675532,0,0.0154255,0,0.0343085,0.105214,0.0148936,0.080243,0.0292553,0,0.0742021,0.0335014,accident
0,0,0.0132004,0.0909352,0.00296336,0,0.045528,0,0.0293642,0,0.141433,0.0370857,0.0557651,0.124333,0.000538793,0.0584002,0.0972522,0.122031,bomb
0,0,0.0180328,0.101336,0,0,0.0177596,0,0.0822404,0.0815162,0.0273224,0,0.060929,0.165782,0.000546448,0.0628775,0.0180328,0.123272,bomb
0.0101648,0.0530168,0.00412088,0.0553205,0,0,0.042033,0,0.0225275,0.0272698,0.0032967,0.00936375,0.010989,0.134282,0.00851648,0.0624587,0.0156593,0.117218,bomb
0,0,0.0699095,0.122706,0,0,0.0291855,0,0.0266968,0.0276882,0.00294118,0,0.0221719,0.121569,0.00927602,0.0593935,0.0656109,0.096865,bomb
0.0154358,0.09941,0.065678,0,0,0,0.0499395,0,0.125908,0.218378,0.0190678,0,0.0762712,0.153689,0.0190678,0.0689401,0.0538741,0.114374,bomb
0,0,0.00714286,0.0995616,0.0184524,0.0630322,0.0279762,0,0.0821429,0,0.0494048,0.0161514,0.142262,0.0660704,0.00238095,0,0.0107143,0.0591955,bomb
0,0,0.0677492,0.0856284,0.00223964,0.0245131,0.0195969,0,0.00783875,0,0.0610302,0.00500799,0.0279955,0.0571951,0.0111982,0,0.037514,0,bomb
0,0,0.110628,0.131235,0,0,0.00531401,0,0,0,0.0217391,0,0.0560386,0,0.0521739,0,0.0821256,0,bomb
0,0,0.0375458,0.0355986,0.00412088,0.0233556,0.0737179,0,0.0306777,0,0.0100733,0,0.0709707,0,0.00915751,0,0.0260989,0,bomb
0,0,0.00324675,0.0119844,0.0288149,0.0488015,0.0625,0,0,0,0.0539773,0,0.0190747,0,0,0,0.0275974,0,bomb
0.0144928,0.0371177,0.0546416,0.0440971,0.00940071,0.0680524,0.0113592,0,0.0642382,0.0269995,0.0479828,0.0776567,0.266745,0.065395,0.0113592,0.0516304,0.0178222,0.0379347,bomb
0.0333333,0.0116472,0.00310734,0.0705545,0,0,0.0118644,0.0467893,0.0624294,0.144639,0.0144068,0,0.0319209,0.131166,0.00282486,0,0.0180791,0.116285,bomb
0.00669643,0.0157384,0.0543155,0.147957,0.0327381,0.090349,0.101562,0,0.030506,0.079321,0.0420387,0,0.0513393,0.15163,0.000372024,0.0755789,0.00818452,0.119282,bomb
0,0,0.0829861,0.0515472,0.0576389,0.123469,0.0118056,0,0.0756944,0.0732646,0.00798611,0,0.132639,0.0511053,0.0493056,0.0357937,0.00208333,0,bomb
0.0445455,0.0947044,0.144242,0.0357221,0.0369697,0.0707729,0.0284848,0.0695347,0.0509091,0.111165,0,0.0425357,0.0772727,0.16214,0.00181818,0.0681355,0.181818,0.0824748,bomb
0,0,0.123604,0.253369,0,0,0.0717703,0.212644,0,0,0.0382775,0,0.0311005,0,0.0103668,0,0.0438596,0,bomb
0,0,0.0497076,0.109543,0.00511696,0.00827025,0.0592105,0,0.151316,0,0.0380117,0,0.0628655,0.109763,0.00657895,0.0914498,0.0460526,0.166262,bomb
0.00170455,0,0.227273,0.0490804,0,0,0.0215909,0,0.283523,0.105992,0.0704545,0.11951,0.0465909,0.14927,0.0301136,0.0941469,0.0244318,0,bomb
0,0,0.214286,0.0913942,0,0,0.0557823,0,0.0176871,0.00304227,0.0156463,0.0950192,0.029932,0.165158,0.0102041,0,0.0544218,0.144382,bomb
