%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Black_Pixel_9 NUMERIC
@ATTRIBUTE  Black_Pixel_10 NUMERIC
@ATTRIBUTE  Black_Pixel_11 NUMERIC
@ATTRIBUTE  Black_Pixel_12 NUMERIC
@ATTRIBUTE  Black_Pixel_13 NUMERIC
@ATTRIBUTE  Black_Pixel_14 NUMERIC
@ATTRIBUTE  Black_Pixel_15 NUMERIC
@ATTRIBUTE  Black_Pixel_16 NUMERIC
@ATTRIBUTE  Black_Pixel_17 NUMERIC
@ATTRIBUTE  Black_Pixel_18 NUMERIC
@ATTRIBUTE  Black_Pixel_19 NUMERIC
@ATTRIBUTE  Black_Pixel_20 NUMERIC
@ATTRIBUTE  Black_Pixel_21 NUMERIC
@ATTRIBUTE  Black_Pixel_22 NUMERIC
@ATTRIBUTE  Black_Pixel_23 NUMERIC
@ATTRIBUTE  Black_Pixel_24 NUMERIC
@ATTRIBUTE  Black_Pixel_25 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE  Airs_9 NUMERIC
@ATTRIBUTE  Airs_10 NUMERIC
@ATTRIBUTE  Airs_11 NUMERIC
@ATTRIBUTE  Airs_12 NUMERIC
@ATTRIBUTE  Airs_13 NUMERIC
@ATTRIBUTE  Airs_14 NUMERIC
@ATTRIBUTE  Airs_15 NUMERIC
@ATTRIBUTE  Airs_16 NUMERIC
@ATTRIBUTE  Airs_17 NUMERIC
@ATTRIBUTE  Airs_18 NUMERIC
@ATTRIBUTE  Airs_19 NUMERIC
@ATTRIBUTE  Airs_20 NUMERIC
@ATTRIBUTE  Airs_21 NUMERIC
@ATTRIBUTE  Airs_22 NUMERIC
@ATTRIBUTE  Airs_23 NUMERIC
@ATTRIBUTE  Airs_24 NUMERIC
@ATTRIBUTE  Airs_25 NUMERIC
@ATTRIBUTE  Contours_size_1 NUMERIC
@ATTRIBUTE  Contours_size_2 NUMERIC
@ATTRIBUTE  Contours_size_3 NUMERIC
@ATTRIBUTE  Contours_size_4 NUMERIC
@ATTRIBUTE  Contours_size_5 NUMERIC
@ATTRIBUTE  Contours_size_6 NUMERIC
@ATTRIBUTE  Contours_size_7 NUMERIC
@ATTRIBUTE  Contours_size_8 NUMERIC
@ATTRIBUTE  Contours_size_9 NUMERIC
@ATTRIBUTE  Contours_size_10 NUMERIC
@ATTRIBUTE  Contours_size_11 NUMERIC
@ATTRIBUTE  Contours_size_12 NUMERIC
@ATTRIBUTE  Contours_size_13 NUMERIC
@ATTRIBUTE  Contours_size_14 NUMERIC
@ATTRIBUTE  Contours_size_15 NUMERIC
@ATTRIBUTE  Contours_size_16 NUMERIC
@ATTRIBUTE  Contours_size_17 NUMERIC
@ATTRIBUTE  Contours_size_18 NUMERIC
@ATTRIBUTE  Contours_size_19 NUMERIC
@ATTRIBUTE  Contours_size_20 NUMERIC
@ATTRIBUTE  Contours_size_21 NUMERIC
@ATTRIBUTE  Contours_size_22 NUMERIC
@ATTRIBUTE  Contours_size_23 NUMERIC
@ATTRIBUTE  Contours_size_24 NUMERIC
@ATTRIBUTE  Contours_size_25 NUMERIC
@ATTRIBUTE  Harris_Corners_1 NUMERIC
@ATTRIBUTE  Harris_Corners_2 NUMERIC
@ATTRIBUTE  Harris_Corners_3 NUMERIC
@ATTRIBUTE  Harris_Corners_4 NUMERIC
@ATTRIBUTE  Harris_Corners_5 NUMERIC
@ATTRIBUTE  Harris_Corners_6 NUMERIC
@ATTRIBUTE  Harris_Corners_7 NUMERIC
@ATTRIBUTE  Harris_Corners_8 NUMERIC
@ATTRIBUTE  Harris_Corners_9 NUMERIC
@ATTRIBUTE  Harris_Corners_10 NUMERIC
@ATTRIBUTE  Harris_Corners_11 NUMERIC
@ATTRIBUTE  Harris_Corners_12 NUMERIC
@ATTRIBUTE  Harris_Corners_13 NUMERIC
@ATTRIBUTE  Harris_Corners_14 NUMERIC
@ATTRIBUTE  Harris_Corners_15 NUMERIC
@ATTRIBUTE  Harris_Corners_16 NUMERIC
@ATTRIBUTE  Harris_Corners_17 NUMERIC
@ATTRIBUTE  Harris_Corners_18 NUMERIC
@ATTRIBUTE  Harris_Corners_19 NUMERIC
@ATTRIBUTE  Harris_Corners_20 NUMERIC
@ATTRIBUTE  Harris_Corners_21 NUMERIC
@ATTRIBUTE  Harris_Corners_22 NUMERIC
@ATTRIBUTE  Harris_Corners_23 NUMERIC
@ATTRIBUTE  Harris_Corners_24 NUMERIC
@ATTRIBUTE  Harris_Corners_25 NUMERIC
@ATTRIBUTE  Length_Area_1 NUMERIC
@ATTRIBUTE  Length_Area_2 NUMERIC
@ATTRIBUTE  Length_Area_3 NUMERIC
@ATTRIBUTE  Length_Area_4 NUMERIC
@ATTRIBUTE  Length_Area_5 NUMERIC
@ATTRIBUTE  Length_Area_6 NUMERIC
@ATTRIBUTE  Length_Area_7 NUMERIC
@ATTRIBUTE  Length_Area_8 NUMERIC
@ATTRIBUTE  Length_Area_9 NUMERIC
@ATTRIBUTE  Length_Area_10 NUMERIC
@ATTRIBUTE  Length_Area_11 NUMERIC
@ATTRIBUTE  Length_Area_12 NUMERIC
@ATTRIBUTE  Length_Area_13 NUMERIC
@ATTRIBUTE  Length_Area_14 NUMERIC
@ATTRIBUTE  Length_Area_15 NUMERIC
@ATTRIBUTE  Length_Area_16 NUMERIC
@ATTRIBUTE  Length_Area_17 NUMERIC
@ATTRIBUTE  Length_Area_18 NUMERIC
@ATTRIBUTE  Length_Area_19 NUMERIC
@ATTRIBUTE  Length_Area_20 NUMERIC
@ATTRIBUTE  Length_Area_21 NUMERIC
@ATTRIBUTE  Length_Area_22 NUMERIC
@ATTRIBUTE  Length_Area_23 NUMERIC
@ATTRIBUTE  Length_Area_24 NUMERIC
@ATTRIBUTE  Length_Area_25 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_9 NUMERIC
@ATTRIBUTE  Mass_Center_X_10 NUMERIC
@ATTRIBUTE  Mass_Center_X_11 NUMERIC
@ATTRIBUTE  Mass_Center_X_12 NUMERIC
@ATTRIBUTE  Mass_Center_X_13 NUMERIC
@ATTRIBUTE  Mass_Center_X_14 NUMERIC
@ATTRIBUTE  Mass_Center_X_15 NUMERIC
@ATTRIBUTE  Mass_Center_X_16 NUMERIC
@ATTRIBUTE  Mass_Center_X_17 NUMERIC
@ATTRIBUTE  Mass_Center_X_18 NUMERIC
@ATTRIBUTE  Mass_Center_X_19 NUMERIC
@ATTRIBUTE  Mass_Center_X_20 NUMERIC
@ATTRIBUTE  Mass_Center_X_21 NUMERIC
@ATTRIBUTE  Mass_Center_X_22 NUMERIC
@ATTRIBUTE  Mass_Center_X_23 NUMERIC
@ATTRIBUTE  Mass_Center_X_24 NUMERIC
@ATTRIBUTE  Mass_Center_X_25 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_9 NUMERIC
@ATTRIBUTE  Mass_Center_Y_10 NUMERIC
@ATTRIBUTE  Mass_Center_Y_11 NUMERIC
@ATTRIBUTE  Mass_Center_Y_12 NUMERIC
@ATTRIBUTE  Mass_Center_Y_13 NUMERIC
@ATTRIBUTE  Mass_Center_Y_14 NUMERIC
@ATTRIBUTE  Mass_Center_Y_15 NUMERIC
@ATTRIBUTE  Mass_Center_Y_16 NUMERIC
@ATTRIBUTE  Mass_Center_Y_17 NUMERIC
@ATTRIBUTE  Mass_Center_Y_18 NUMERIC
@ATTRIBUTE  Mass_Center_Y_19 NUMERIC
@ATTRIBUTE  Mass_Center_Y_20 NUMERIC
@ATTRIBUTE  Mass_Center_Y_21 NUMERIC
@ATTRIBUTE  Mass_Center_Y_22 NUMERIC
@ATTRIBUTE  Mass_Center_Y_23 NUMERIC
@ATTRIBUTE  Mass_Center_Y_24 NUMERIC
@ATTRIBUTE  Mass_Center_Y_25 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
26,14,52,129,158,47,0,102,48,58,97,40,7,28,10,0,63,43,15,21,74,104,53,102,19,4,0,0,31.5,19,0,0,14.5,8,9,9,0,0,0,0,0,0,4,0,0,15,6.5,3,9,0,18.7279,0,0,0,0,0,0,59.0122,30.6274,0,55.1127,29.3137,0,0,0,0,0,42.9706,0,0,50.4264,0,0,0,0,2,2,1,4,5,3,0,3,12,6,6,4,2,3,2,0,1,2,3,3,8,2,3,2,1,18.7279,0,0,0,0,0,0,59.0122,30.6274,0,55.1127,29.3137,0,0,0,0,0,42.9706,0,0,50.4264,0,0,0,0,3.94048,0,0,17.4835,5.12704,0,0,12.8003,5.375,18.4444,9.94444,0,0,0,0,0,0,20,0,0,16.4424,12.1952,11.8333,5.64198,0,22.381,0,0,16.2249,10.6319,0,0,15.8764,4,4.5,14.3611,0,0,0,0,0,0,2.25,0,0,7.81667,19.9582,22.5,14.8198,0,casualty
26,43,13,79,56,54,85,8,54,143,134,8,72,55,44,8,58,87,57,0,82,140,94,79,2,4.5,0,0,15,9.5,8,14.5,0,3,16.5,18,0,0,4,0,0,0,15,6.5,0,16.5,14.5,2,11,0,0,0,0,0,0,0,0,0,34.9706,0,0,0,0,26.1421,0,0,0,0,0,0,0,54.1838,0,36.8701,0,2,4,1,4,8,2,6,2,4,4,2,1,2,1,14,4,2,4,17,0,7,6,7,2,1,0,0,0,0,0,0,0,0,34.9706,0,0,0,0,26.1421,0,0,0,0,0,0,0,54.1838,0,36.8701,0,3.25926,0,0,16.397,5.62201,18.875,7.25,0,19.1667,15.1421,8.8756,0,0,9.36111,0,0,0,14.92,10.0524,0,15.654,7.21818,22.5,7.39528,0,21.7407,0,0,7.5,20.244,21,14,0,22.25,10.9571,9.8555,0,0,2.94444,0,0,0,8.50667,17.007,0,9.28725,17.6423,18.75,10.8966,0,casualty
0,184,77,87,188,187,6,18,316,252,94,84,204,34,263,282,44,32,160,51,5,234,94,182,46,0,4,1,4.5,3,8,0,1,10,0,0,0,10.5,0,6.5,8,0,0,4,0,0,10,5.5,0,0,0,0,0,0,0,0,0,0,60.7696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,649,1,554,33,6,664,38,2,3,2,4,2,32,35,648,6,10,656,1,14,2,632,649,0,0,0,0,0,0,0,0,60.7696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7619,23.3333,4.25,5.33333,13.4815,0,0,10.3036,0,0,0,5.875,0,17.4103,12.6926,0,0,7.26667,0,0,18.2549,3.75758,0,0,0,21.0476,17,19.25,4.77778,6.25926,0,0,14.5286,0,0,0,13.2812,0,6.12821,10.4185,0,0,3.73333,0,0,20.6078,20.2424,0,0,casualty
12,327,434,194,244,276,327,127,281,198,419,0,146,304,213,235,455,0,148,21,67,268,169,141,194,0,11,0,11.5,2,0,0,16.5,13.5,13.5,0,0,16,6,15,12.5,0,0,0,0,1,11.5,10,6,17.5,0,0,0,55.3553,0,0,0,0,55.0122,0,0,0,28.3848,0,31.799,59.9411,0,0,0,0,0,45.799,0,28.3848,0,2,2,2,7,580,12,4,2,3,6,2,0,1,9,2,6,3,0,6,2,16,1,2,627,11,0,0,0,55.3553,0,0,0,0,55.0122,0,0,0,28.3848,0,31.799,59.9411,0,0,0,0,0,45.799,0,28.3848,0,0,9.85784,0,13.8333,11,0,0,13.0379,11.7276,5.8,0,0,16.2888,17.2929,7.9569,9.32167,0,0,0,0,0,8.06944,15.2281,4.59259,11.7527,0,12.1483,0,5.66667,7,0,0,13.75,11.6659,16.2,0,0,7.02413,16.7713,5.98276,14.935,0,0,0,0,0,11.9861,9.33333,11.9259,12.2366,casualty
0,106,132,196,206,235,163,117,265,222,9,69,301,39,4,216,180,77,258,96,4,205,162,40,157,0,9,0,22.5,5.5,0,6.5,2.5,8.5,11.5,0,0,7.5,3,0,16.5,6,0,6.5,20.5,0,4.5,0,4.5,6.5,0,0,0,33.799,0,0,0,0,54.8701,44.2843,0,0,0,0,0,67.4975,0,0,0,69.9828,0,0,0,20.7279,0,0,2,3,2,6,6,2,10,2,9,6,3,5,10,6,10,6,1,9,3,1,2,2,1,10,0,0,0,33.799,0,0,0,0,54.8701,44.2843,0,0,0,0,0,67.4975,0,0,0,69.9828,0,0,0,20.7279,0,0,20.8611,0,16.0339,6.75758,0,19.3333,6.46667,19.3342,7.33333,0,0,3.41667,16.3333,0,13.8632,18.2333,0,18.2475,8.1626,0,17.8241,0,21.5185,4,0,19.3333,0,13.109,8.49242,0,6,19.5333,11.0033,17.75,0,0,8.90952,1.5,0,10.1562,17.3773,0,16.9343,17.813,0,21.1481,0,4.14815,4.2,casualty
113,127,148,51,243,167,82,222,178,201,10,157,81,390,317,161,24,0,135,10,136,192,77,130,228,10,7.5,11,1,9,8,0,11.5,12,2,0,0,0,0,0,2,0,0,0,0,8.5,4,2,1,13,0,0,0,17.6569,46.2843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0416,26.1421,0,0,0,5,8,5,6,6,8,2,37,5,571,1,2,1,4,6,5,2,0,6,2,7,4,2,13,13,0,0,0,17.6569,46.2843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0416,26.1421,0,0,0,18.8796,5.77778,18.5463,18,9.29603,15.2,0,15.7246,9.27778,6.75,0,0,0,0,0,21.0139,0,0,0,0,19.7437,9.83333,4.5,15,10.8736,19.4074,8.74444,6.94709,1.5,12.4397,4.3,0,16.7614,7.66667,8,0,0,0,0,0,10.5278,0,0,0,0,9.21008,18,23.4167,22.5,16.8004,casualty
16,201,30,185,216,301,17,132,92,347,13,14,295,208,134,142,116,6,219,127,23,185,9,52,279,0,9,0,12,2,22,1,0,4.5,12,0.5,0,9,10,8,8.5,7.5,0,5,9.5,0,7.5,0,3.5,11.5,0,0,0,37.799,48.4853,51.799,0,0,0,57.3553,0,0,55.9411,0,0,0,0,0,45.799,27.2132,0,45.2132,0,0,43.6985,2,1,2,1,6,2,4,1,3,12,1,1,31,586,4,593,1,6,4,588,4,4,6,1,4,0,0,0,37.799,48.4853,51.799,0,0,0,57.3553,0,0,55.9411,0,0,0,0,0,45.799,27.2132,0,45.2132,0,0,43.6985,0,14.0926,0,19.9885,2.33333,11.2675,3,0,22.0648,11.1477,1.66667,0,11.8438,17.8929,6.24444,17.8004,13.5,0,2.11111,10.6635,0,19.6407,0,15,13.0539,0,18.0185,0,10.8739,10.3333,10.1171,1.5,0,11.4815,12.7982,2.66667,0,9.57292,13.0357,5.31111,7.31729,9.25,0,9.66667,20.5801,0,11.7815,0,23.0833,11.6007,casualty
5,67,9,160,171,148,36,0,117,145,130,19,133,22,102,69,49,8,116,46,59,154,190,28,91,0,11,0,15.5,9,10,0,0,0,22,18.5,0,7,0,22,9.5,10.5,0,13,0,10.5,4.5,0,4.5,5.5,0,37.1127,0,53.8406,48.4853,45.4558,0,0,0,74.2254,67.9828,0,55.4558,0,84.8112,34.8701,0,0,0,0,25.5563,53.2132,0,18.7279,0,1,5,5,4,13,4,4,0,2,4,6,4,16,2,2,8,4,4,7,10,3,8,2,1,4,0,37.1127,0,53.8406,48.4853,45.4558,0,0,0,74.2254,67.9828,0,55.4558,0,84.8112,34.8701,0,0,0,0,25.5563,53.2132,0,18.7279,0,0,19.75,0,17.3952,2.48611,15.6044,0,0,0,19.1441,7.70093,0,6.95898,0,10.1627,5.7193,19.3996,0,14.5216,0,19.7037,7.25463,0,10.6481,3.62121,0,18.197,0,6.76344,10.375,11.4083,0,0,0,12.8251,12.8149,0,10.3432,0,18.746,4.37719,5.66453,0,9.15351,0,13.3519,15.0556,0,10.8704,14.8826,casualty
58,125,55,120,27,123,29,0,250,194,74,0,172,11,100,57,63,0,95,5,39,173,102,134,46,0,6.5,0,18,4.5,15.5,0,0,0,20.5,6,0,3.5,0,27,8.5,12.5,0,8.5,0,2,8.5,1,12.5,1,0,0,0,58.9117,14.7279,59.8406,0,0,0,65.9828,20.9706,0,0,0,54.4264,28.0416,0,0,36.0416,0,19.6569,55.6985,49.3137,58.1838,0,1,7,2,1,2,7,4,0,3,12,10,0,2,1,1,10,3,0,654,1,1,5,589,9,2,0,0,0,58.9117,14.7279,59.8406,0,0,0,65.9828,20.9706,0,0,0,54.4264,28.0416,0,0,36.0416,0,19.6569,55.6985,49.3137,58.1838,0,0,19.131,0,15.8735,3.25926,14.4972,0,0,0,16.8715,2.93333,0,7.16667,0,15.8377,4.76961,12.6232,0,10.6109,0,23,9.69804,7.66667,13.7353,0,0,15.8571,0,9.83488,21.7407,13.3281,0,0,0,12.884,12.625,0,4.30556,0,16.6232,4.37255,6.30072,0,17.5023,0,15,16.2106,7.5,15.6557,0,casualty
6,61,3,143,86,159,11,17,67,170,35,0,136,27,110,45,64,0,111,19,24,110,64,30,74,0,12,0,7.5,0,17,1,0,11.5,17,6.5,0,5.5,2,14,6,19,0,1,0,0,2,0,5.5,3,0,39.9411,0,56.5269,49.3137,60.0833,0,0,38.5269,62.0833,20.3848,0,28.3848,0,58.4264,22.9706,91.397,0,0,0,0,50.9706,0,19.5563,0,2,4,2,2,6,9,2,1,4,6,12,0,4,4,3,2,7,0,4,4,651,503,1,4,2,0,39.9411,0,56.5269,49.3137,60.0833,0,0,38.5269,62.0833,20.3848,0,28.3848,0,58.4264,22.9706,91.397,0,0,0,0,50.9706,0,19.5563,0,0,18.0521,0,13.1744,0,13.0617,1.5,0,19.2505,10.268,3.01709,0,2.97643,22.6667,12.6786,14.4444,10.5088,0,10,0,0,13.75,0,22.1414,2.61111,0,17.8958,0,10.0276,0,9.64833,2,0,6.31159,17.9448,3.01709,0,4.99663,18.25,9.67857,2.44444,12.3158,0,1.5,0,0,22,0,22.2323,15.1667,casualty
9,113,62,208,114,80,0,0,36,220,35,0,118,21,120,16,104,31,101,0,110,12,50,106,0,1,16,14,13.5,5,8.5,0,0,4.5,15.5,5,0,1,3,17,1,13.5,4,14.5,0,1,1,0,10,0,0,66.9117,63.2548,59.3553,52.6274,24.3848,0,0,21.5563,61.4975,16.1421,0,0,0,60.669,7.65685,59.0122,20.4853,0,0,49.3137,8.82843,0,56.7696,0,4,2,3,11,2,2,0,0,4,5,3,0,14,4,6,4,2,2,4,0,4,6,2,2,0,0,66.9117,63.2548,59.3553,52.6274,24.3848,0,0,21.5563,61.4975,16.1421,0,0,0,60.669,7.65685,59.0122,20.4853,0,0,49.3137,8.82843,0,56.7696,0,23.5,9.43935,19.5357,8.05285,19.7,6.72073,0,0,21.9259,13.014,1.61111,0,23,21.9333,12.6251,1.5,12.6682,3,10.5936,0,11.25,1.5,0,13.0256,0,23,11.5971,7.41667,13.3313,11.1,11.8791,0,0,2.87963,15.4488,1.77778,0,6.5,21.7333,11.6237,0.75,8.12346,17.75,14.5223,0,11.5,23,0,18.1949,0,casualty
0,16,0,65,121,105,33,4,33,191,42,0,105,19,76,81,28,0,151,51,0,153,36,146,22,0,2.5,0,6,3,20,0,0,5.5,12,0,0,14,3,8,10,3,0,11,0,0,8.5,1,16.5,1.5,0,0,0,35.799,45.6569,62.5685,0,0,19.5563,60.4264,0,0,61.0122,0,45.1127,49.1127,19.3137,0,12.4853,0,0,54.7696,0,64.669,0,0,2,0,6,1,8,3,2,3,1,10,0,4,1,6,4,2,0,3,4,0,1,1,2,4,0,0,0,35.799,45.6569,62.5685,0,0,19.5563,60.4264,0,0,61.0122,0,45.1127,49.1127,19.3137,0,12.4853,0,0,54.7696,0,64.669,0,0,22.7333,0,21.9167,6.89167,9.87634,0,0,21.8485,10.1882,0,0,11.2641,22.1111,9.6875,19.6,2.16667,0,14.2717,0,0,14.0059,12,18.146,1.55556,0,22.7333,0,7.75,10.475,11.4933,0,0,22.3712,10.7817,0,0,12.8051,12.1667,4.875,9.97143,22.3333,0,6.28737,0,0,10.7206,23.4167,17.9983,14.7778,casualty
0,72,22,183,111,153,23,22,42,141,139,48,166,0,60,106,73,67,112,123,0,111,0,43,70,0,10.5,2,16,3.5,15.5,2.5,0,6.5,15.5,19.5,0,6,0,12,16,10,0,13.5,0,0,1,0,0,0.5,0,0,0,51.2548,52.3848,63.4975,0,0,22.3848,59.8406,65.1543,0,28.9706,0,60.4264,55.2548,41.6985,0,0,0,0,50.1421,0,0,0,0,5,1,1,2,2,6,2,7,5,6,2,2,0,2,16,6,3,9,2,0,543,0,2,6,0,0,0,51.2548,52.3848,63.4975,0,0,22.3848,59.8406,65.1543,0,28.9706,0,60.4264,55.2548,41.6985,0,0,0,0,50.1421,0,0,0,0,19.4988,22.5,13.8506,3.47619,18.351,2.73333,0,21.5641,10.64,10.2072,0,4.25556,0,18.5,10.5719,10.4333,0,8.86607,0,0,4.75,0,0,1.66667,0,18.0739,9,12.7759,17.369,16.2223,16.7333,0,2.87821,14.2503,10.5696,0,10.4778,0,19,7.62698,5.57222,0,13.4375,0,0,3,0,0,2.33333,casualty
0,51,0,66,50,36,0,0,46,136,58,0,134,0,69,49,8,0,74,0,0,46,94,100,0,0,1,0,22,5,2,0,0,0,19,9,0,42,0,23.5,8.5,0,0,14.5,0,0,1,9.5,8.5,0,0,15.6569,0,24.9706,22.9706,0,0,0,0,67.7401,30.2843,0,18.4853,0,78.468,30.0416,0,0,0,0,0,26.4853,60.5269,30.3848,0,0,2,0,1,3,4,0,0,3,10,2,0,2,0,3,12,2,0,8,0,0,2,4,3,0,0,15.6569,0,24.9706,22.9706,0,0,0,0,67.7401,30.2843,0,18.4853,0,78.468,30.0416,0,0,0,0,0,26.4853,60.5269,30.3848,0,0,23.5,0,15.4072,4,4.5,0,0,0,16.3569,3.9188,0,14.2976,0,17.5736,4.61642,0,0,8.10084,0,0,23.5,5.55196,10.4021,0,0,14,0,13.5057,22.1,20.5,0,0,0,11.6223,14.2479,0,9.89858,0,16.155,4.73039,0,0,14.9916,0,0,11,18.942,19.9021,0,casualty
0,104,0,122,134,57,0,0,0,141,78,0,136,0,79,63,56,0,56,0,0,113,63,100,0,0,10.5,0,17,7,5,0,0,0,17.5,11,0,9,0,9,10.5,9.5,0,9,0,0,2,0,7.5,0,0,75.8406,0,52.0833,52.3848,11.0711,0,0,0,65.1543,39.1127,0,0,0,35.4558,37.6985,0,0,0,0,0,53.4558,0,54.8701,0,0,1,0,4,5,4,0,0,0,8,6,0,2,0,1,12,4,0,12,0,0,3,1,1,0,0,75.8406,0,52.0833,52.3848,11.0711,0,0,0,65.1543,39.1127,0,0,0,35.4558,37.6985,0,0,0,0,0,53.4558,0,54.8701,0,0,18.355,0,17.6627,12.6579,10.8556,0,0,0,16.9778,4.70085,0,7.02778,0,18.0833,6.56746,8.20427,0,5.90278,0,0,10.5,0,8.87222,0,0,16.456,0,6.26404,13.1734,14.1556,0,0,0,13.8127,11.9386,0,5.26852,0,15.25,5.12698,6.71624,0,19.3056,0,0,16.6667,0,19.8889,0,casualty
0,87,0,122,98,106,0,0,1,200,27,0,104,0,89,49,62,0,69,0,0,97,75,85,0,0,13,0,20.5,1.5,12,0,0,0,17.5,3,0,38,0,17,5.5,23,0,12,0,0,6,0,3,0,0,59.598,0,37.1127,50.1421,45.3553,0,0,0,61.1543,19.3137,0,57.1127,0,60.0833,17.5563,44.7696,0,0,0,0,52.6274,0,0,0,0,10,0,2,3,3,0,0,2,1,8,0,1,0,5,10,2,0,5,0,0,3,1,10,0,0,59.598,0,37.1127,50.1421,45.3553,0,0,0,61.1543,19.3137,0,57.1127,0,60.0833,17.5563,44.7696,0,0,0,0,52.6274,0,0,0,0,16.9005,0,16.9283,1.25926,10.2552,0,0,0,14.2106,2.69444,0,9.88163,0,14.4375,9.30808,6.825,0,6.64583,0,0,13.8788,0,13.8333,0,0,10.4764,0,8.67706,9.24074,10.7565,0,0,0,14.7237,2.94444,0,3.78662,0,14.8736,2.80808,10.55,0,17.2708,0,0,19.9848,0,15.6667,0,casualty
0,49,0,92,98,158,0,0,53,143,37,0,143,0,61,96,43,0,28,0,0,107,90,99,0,0,7.5,0,10,1,11.5,0,0,16,19,7,0,21.5,0,16.5,11,10,0,4.5,0,0,3,0,8.5,0,0,24.9706,0,51.1127,50.1421,41.6985,0,0,24.6274,63.7401,21.799,0,20.1421,0,61.4975,33.1127,34.2843,0,0,0,0,51.799,0,0,0,0,1,0,2,553,2,0,0,3,2,6,0,2,0,3,11,6,0,5,0,0,2,2,8,0,0,24.9706,0,51.1127,50.1421,41.6985,0,0,24.6274,63.7401,21.799,0,20.1421,0,61.4975,33.1127,34.2843,0,0,0,0,51.799,0,0,0,0,22.1111,0,19.075,22,10.1246,0,0,20.3718,12.2182,3.5,0,13.8327,0,18.7677,11.6248,5.12821,0,3.92593,0,0,16.5,0,11.4938,0,0,20.9444,0,13.275,19.5,15.1972,0,0,6.37821,16.6816,3.625,0,11.1099,0,12.6869,4.50299,18.3833,0,21.7407,0,0,4,0,4.86453,0,casualty
0,72,0,89,234,59,0,0,52,205,42,0,204,0,158,3,0,0,124,0,0,128,16,152,0,0,4,0,11.5,18.5,7,0,0,2,13.5,4,0,5,0,15.5,0,0,0,11,0,0,2,2.5,8.5,0,0,0,0,28.3848,66.3259,28.3848,0,0,0,48.1838,21.8995,0,17.8995,0,71.4975,0,0,0,0,0,0,53.799,9.07107,31.4558,0,0,5,0,2,8,6,0,0,2,8,2,0,15,0,3,4,0,0,3,0,0,2,5,1,0,0,0,0,28.3848,66.3259,28.3848,0,0,0,48.1838,21.8995,0,17.8995,0,71.4975,0,0,0,0,0,0,53.799,9.07107,31.4558,0,0,10.125,0,20.9231,10.0067,2.91667,0,0,23,12.4706,2.86667,0,9.18333,0,14.5408,0,0,0,6.99471,0,0,22.375,2.26667,11.5484,0,0,8.625,0,6.26154,12.3097,3.15278,0,0,22.5,11.3523,15.1167,0,6.28333,0,12.2536,0,0,0,18.0847,0,0,19.5,22.7333,15.8856,0,casualty
