%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Airs_0 NUMERIC
@ATTRIBUTE  Length_Area_0 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Length_Area_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Length_Area_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Length_Area_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Length_Area_4 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Length_Area_5 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Length_Area_6 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Length_Area_7 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE  Length_Area_8 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
0.0150479,0,0.00136799,0.21553,0,0,0.0212038,0.105537,0.0232558,0.0179377,0.0304378,0.0811572,0.0256498,0.0774254,0.0198358,0,0.0540356,0.123419,accident
0.00285418,0,0.0625324,0.222972,0,0,0.0775817,0.108588,0.164764,0.066358,0.0695381,0.115467,0.00804359,0,0.0217955,0,0.0368448,0.0880844,accident
0,0,0.109656,0.180276,0,0,0.0651937,0,0.000545554,0.0748023,0.0133661,0.0920626,0.118385,0,0.00845608,0,0.0283688,0.174394,accident
0,0,0.0604839,0.25178,0.000896057,0.0135682,0.0403226,0,0,0,0.0331541,0.141456,0.0228495,0,0,0,0.0913978,0.150841,accident
0.00218023,0,0.0348837,0.202703,0,0,0.0759448,0.113648,0.00181686,0.00556457,0.0290698,0.110025,0.0203488,0.0307815,0.00763081,0,0.0505087,0.174664,accident
0,0.00614833,0.0429688,0.248179,0,0,0.0216619,0.116188,0.0166903,0.0131792,0.0269886,0.0879427,0.0102983,0.0624164,0.0301847,0,0.081321,0.140773,accident
0.0322997,0,0.0652455,0.159476,0,0,0.0113049,0.100093,0.0313307,0.0534307,0.0277778,0.0653147,0.138566,0.0856006,0.160207,0,0.0775194,0.18367,accident
0.00825826,0,0.0281532,0.137606,0,0.00362495,0.0135135,0.113965,0.000750751,0,0.0352853,0.138432,0.00938438,0,0.00750751,0.114633,0.0138889,0.0888333,accident
0.00334928,0,0.0334928,0.116615,0.00590112,0.0388459,0.0429027,0.0792807,0.0529506,0.063806,0.0100478,0.0794092,0.0200957,0.123284,0.301914,0.0692654,0.134131,0.0856208,accident
0.00903846,0.0788102,0.0128846,0.112021,0,0.00588989,0.00923077,0.0862447,0.0221154,0.0612632,0.0321154,0.0974358,0.0125,0.131125,0.107115,0.111975,0.0446154,0.123786,accident
0.000472813,0.0355143,0.117258,0.166837,0,0.000472813,0.0070922,0.0980121,0.123404,0.101423,0.0205674,0.0969617,0.0513002,0.130116,0.237825,0.18901,0.0955083,0.132706,accident
0.0425847,0.075216,0.057839,0.116728,0.00275424,0.0274651,0.0658898,0.110633,0.0095339,0.0887099,0.00826271,0.110697,0.176695,0.118155,0.104237,0.113824,0.0065678,0.0870822,accident
0.0238643,0.0408013,0.066705,0.184113,0,0,0.0644048,0.113512,0.00115009,0.0456736,0.020414,0.118934,0.0115009,0.14973,0.155549,0.165835,0.179701,0.147841,accident
0.0501366,0.0759881,0.0352113,0.0753775,0.000945974,0,0.00168173,0.065039,0.00861888,0.069878,0.0140845,0.0778192,0.0265924,0.091121,0.169329,0.0954487,0.028169,0.0604936,accident
0.0331772,0.0660514,0.000650533,0.071921,0.010929,0,0.00338277,0.0485735,0.00689565,0.0662052,0.0111892,0.0753298,0.0714286,0.0901701,0.482175,0.159015,0.181759,0.0962655,accident
0.0428131,0.0641441,0.0623814,0.0807115,0.00118596,0.00181614,0.00415085,0.0704207,0.00154175,0.0640853,0.0160104,0.0766611,0.0596537,0.12466,0.0145873,0.0903754,0.0468454,0.118347,accident
0.00138675,0.0395148,0.138059,0.140222,0.0178737,0.0584022,0.00338983,0.0819655,0.00523883,0.0730042,0.0405239,0.0742004,0.00354391,0.110539,0.203698,0.0573446,0.00385208,0.0435209,accident
0.028486,0.0708568,0.0378512,0.107577,0.000780437,0.00602033,0.00702393,0.0730917,0.0028616,0.0669311,0.0208117,0.0834888,0.221774,0.118931,0.0600937,0.136402,0.00949532,0.0724238,accident
0.0602911,0.0783956,0.0474705,0.0947017,0,0,0.011088,0.111749,0.0554401,0.149598,0.023562,0.0763572,0.0952876,0.0965203,0.0204435,0.137694,0.287249,0.154154,accident
0.012931,0.0942436,0.0380094,0.150165,0,0,0.0121473,0.142026,0.0697492,0.153433,0.0160658,0.0975023,0.0289969,0.241854,0.0795455,0.204635,0.0928683,0.15323,accident
0,0,0.11182,0.0949066,0.00892857,0.136307,0.0123299,0.154491,0.00085034,0.104275,0.014881,0.140507,0.161139,0.198126,0.243622,0.181145,0.0420918,0.268223,accident
0.0296703,0.131918,0.00549451,0.0430026,0,0,0.0915751,0.173669,0.0344322,0.116311,0.0120879,0.0234408,0.26044,0.139885,0.101465,0.208793,0.0842491,0.155052,accident
0.00868726,0.0425246,0.0135135,0.111999,0.00225225,0.0531708,0.00997426,0.124128,0.0785071,0.0514879,0.0135135,0.113649,0.255148,0.14337,0.163449,0.222112,0.0678893,0.182398,accident
0.0009375,0.0121783,0.0657812,0.0887686,0.0135937,0.106726,0.00578125,0.0899037,0.0479687,0.0768566,0.003125,0.0715041,0.130469,0.125234,0.0309375,0.0341065,0.181562,0.160415,accident
0.00225056,0.0266096,0.0414479,0.090962,0.00525131,0.107813,0.00656414,0.100261,0.00525131,0.105327,0.00356339,0.0918759,0.0425731,0.0735652,0.131283,0.142785,0.0395724,0.0939757,accident
0.00120773,0.0116629,0.0496511,0.0834549,0.00389157,0.0805981,0.0111379,0.0849858,0.0267042,0,0.000536769,0.0698208,0.335212,0.0659049,0.00697799,0.0490367,0.00228127,0.0765342,accident
0.00267648,0.0285803,0.114754,0.0890159,0.00468384,0.0854833,0.0016728,0.0947299,0.00552024,0,0.0115423,0.0832279,0.130311,0,0.0269321,0.063545,0.0383071,0.137583,accident
0.030303,0.0590479,0.0876854,0.101645,0.012089,0.0821776,0.000483559,0.0901935,0.0206319,0.0874127,0.00918762,0.0873812,0.255319,0.0665821,0.0117666,0.0489817,0.200032,0.105704,accident
0,0,0.022,0.3164,0,0,0.028,0.152024,0.034,0.25004,0.027,0.159681,0.01,0.113397,0.022,0,0.026,0.34222,accident
0.0440341,0.11483,0.0830966,0,0,0,0.0482955,0.348751,0,0,0.0667614,0,0.326705,0.380978,0.0234375,0.220968,0.0134943,0.119469,accident
0,0,0.134194,0.155145,0.00387097,0.0152625,0.0464516,0.172454,0.0380645,0.0411606,0.0206452,0.0803668,0.0541935,0.216965,0.290323,0.233562,0.0206452,0.134697,accident
0.000701262,0,0.045582,0.126925,0.00701262,0.0519518,0.0497896,0.194917,0.00701262,0.0997786,0.00420757,0,0.0546985,0.201445,0.0147265,0.120236,0.0231417,0.198512,accident
0.0509091,0,0.13,0,0.0409091,0,0.0127273,0.173414,0.0890909,0.168231,0.0281818,0.0328565,0.231818,0.0798173,0.204545,0.154974,0.0409091,0.164355,accident
0.00826211,0.077173,0.215812,0.0271786,0.0182336,0.0795969,0.00498575,0.0792865,0.051567,0.0794831,0.0135328,0.0509311,0.145299,0.0423247,0.245157,0.0372681,0.0037037,0.0161129,accident
0.00700855,0.0922959,0.150769,0.0860751,0.00581197,0.0357298,0.00461538,0.0951438,0.00239316,0.0495768,0.00991453,0.0257281,0.367692,0.0478272,0.120855,0.0463076,0.02,0.106281,accident
0.0205645,0.058079,0.0115591,0.0762571,0.0103495,0.0414678,0.000537634,0.0721774,0.0432796,0.0672267,0.0158602,0.0401479,0.00416667,0.0480126,0.0587366,0.042618,0.00994624,0.0576942,accident
0.0241935,0.0656706,0.0530167,0.0773991,0.0128435,0.0456075,0.005227,0.081094,0.00716846,0.0608177,0.00224014,0.0599866,0.0564516,0.0647428,0.0374851,0.0417485,0.000746714,0.0697248,accident
0.0264596,0.0751785,0.0343687,0.0979461,0.00589589,0.0299005,0.00963474,0.0797299,0.00258844,0.0707372,0.0468795,0.0799912,0.0458729,0.0834242,0.0536382,0.0683837,0.013086,0.0958067,accident
0.00928944,0.0520377,0.0513364,0.110701,0.0218383,0.0757277,0.00195567,0.0827495,0.00602999,0.0617195,0.00065189,0,0.370437,0.151853,0.0369948,0.127609,0.0244459,0.101623,accident
0.0127193,0.0493593,0.110746,0.138478,0.0120614,0.121278,0.0550439,0.110116,0.000657895,0.0989407,0.00592105,0.0242604,0.191228,0.148,0.0287281,0.151346,0.0100877,0.10408,accident
0.028869,0.143292,0.0502976,0.0144724,0.0241071,0.127614,0.0107143,0.0754117,0.00863095,0.0972353,0.00267857,0.110459,0.0744048,0.13007,0.0315476,0.174624,0.0202381,0.10901,accident
0.066705,0.169775,0.129672,0,0.0327775,0.141424,0.00258769,0.108604,0.00201265,0.10632,0.00115009,0.10484,0.03364,0.226662,0.564405,0.165283,0.0258769,0.098584,accident
0.0181159,0.082537,0.114734,0.134675,0.022343,0.12365,0.00452899,0.118122,0.0102657,0.123764,0.0117754,0.0345061,0.0368357,0.24076,0.289251,0.216359,0.00120773,0.152376,accident
0.00935829,0,0.200535,0.2732,0,0,0.0160428,0,0.0173797,0.0102364,0.0668449,0.212162,0.0106952,0,0.0147059,0.219101,0.105615,0.141823,accident
0.00394737,0.0565402,0.117105,0.28723,0,0.00898477,0.00789474,0.192905,0.0184211,0,0.0605263,0.219441,0.0118421,0,0,0,0.0289474,0.20774,accident
0.0189394,0.182332,0.0366162,0.199501,0,0,0.0138889,0.0857842,0.0138889,0,0.0618687,0.257891,0.00757576,0,0.0340909,0,0.00757576,0.0838717,accident
0.003125,0.095772,0.0239583,0.30779,0,0,0.00520833,0.103539,0.0260417,0,0.0614583,0.206658,0.0614583,0,0.0322917,0,0.0458333,0.164757,accident
0.00347826,0.0266325,0.0695652,0.258407,0,0,0.0252174,0.174519,0.00695652,0.142681,0.0313043,0.157806,0.026087,0,0.0182609,0,0.0486957,0.228938,accident
0.0180041,0,0.00205761,0.257556,0,0.00848008,0.058642,0,0.00617284,0,0.0329218,0.157518,0.0591564,0.0905172,0.130144,0.0134476,0.0108025,0.125466,accident
0.0172414,0.0934084,0.084603,0.217332,0,0,0.0573376,0.111131,0.00481155,0.0103444,0.0268645,0.116533,0.07498,0,0.0573376,0.0106196,0.0605453,0.114814,accident
0.00179426,0,0.0502392,0.172032,0,0,0.0580144,0,0.218301,0.0112009,0.0266148,0.0907806,0.0882177,0.0122945,0.0819378,0,0.0143541,0.155319,accident
0.0110399,0.0899251,0.0601852,0.153099,0,0,0.00819088,0.111265,0.0110399,0.0112022,0.0235043,0.102412,0.0665954,0.0547287,0.00462963,0,0.0135328,0.0996231,accident
0.0235043,0.0430597,0.0890313,0.117455,0,0,0.0712251,0.111301,0.0320513,0.0345819,0.0320513,0.106264,0.0655271,0,0.0349003,0,0.0192308,0.0728817,accident
0,0,0.221857,0.147438,0,0,0.0343567,0,0.0460526,0.148942,0.0434942,0.102241,0.149488,0,0.0204678,0.0506679,0.0197368,0.145693,accident
0.0185185,0,0.108187,0.214256,0,0,0.0360624,0.115958,0.0730994,0.0298513,0.0219298,0.0888849,0.0131579,0,0.00974659,0,0.0146199,0.229351,accident
0.0111111,0,0.0878788,0.220066,0,0,0.010101,0.145532,0.0323232,0,0.0727273,0.1495,0.0494949,0.0456699,0.0217172,0,0.0429293,0.0836056,accident
0.00584795,0,0.0672515,0.203519,0,0,0.0233918,0.0572038,0.000365497,0.0998738,0.0266813,0.117038,0.0292398,0,0.00986842,0,0.136696,0.110939,accident
0.0199134,0.0727378,0.0441558,0.250041,0,0,0.0207792,0.13394,0,0,0.104762,0.134021,0.0359307,0,0.0419913,0,0.381818,0.0525166,accident
0.103716,0.137854,0.0763514,0.118624,0,0,0.0202703,0.110205,0.0709459,0.146306,0.104054,0.117177,0.0222973,0.0186192,0.0618243,0.0544671,0.27973,0.0379809,accident
0,0,0.0203349,0.205445,0.0245215,0.157704,0.00657895,0.165416,0.0783493,0.1537,0.00956938,0.17932,0.0514354,0.108626,0.00538278,0.126319,0.139952,0.236243,accident
0,0,0.0557491,0.162429,0.0182927,0.154707,0.00304878,0.0451211,0.31054,0.184713,0.00348432,0.0671351,0.0243902,0,0.011324,0.0633655,0.118902,0.207486,accident
0.00131752,0.131833,0.0230567,0.17276,0,0,0.030303,0.181889,0.140975,0.236347,0.00922266,0.0781084,0.474967,0.0997866,0.0698287,0.0778275,0.0467721,0.193482,accident
0.00190476,0.0326797,0.0814286,0.206578,0.00333333,0.00785013,0.0261905,0.141947,0.112857,0.071767,0.0819048,0.203625,0.144286,0.143111,0.0485714,0.236096,0.00380952,0.0130742,accident
0,0.00333125,0.0904255,0.136246,0.00106383,0.0578952,0.0121277,0.0923864,0.00468085,0,0.00234043,0.0945383,0.102128,0.0951887,0.179149,0.0831539,0.0712766,0.126812,accident
0,0,0.0139628,0.178553,0.00132979,0.0520311,0.00398936,0,0.00897606,0.0944898,0.00465426,0.134525,0.0671543,0,0.00199468,0.0550998,0.0628324,0.167187,accident
0,0,0.0350877,0.125332,0.0015949,0.0573928,0.0119617,0.041694,0.16866,0.175323,0.0167464,0.12981,0.196571,0.1391,0.00598086,0.0560481,0.0745614,0.127031,accident
0,0,0.0123106,0.120405,0.0113636,0.113748,0.00252525,0.0332244,0.0833333,0.0790116,0.00694444,0.113472,0.213384,0.158599,0.109217,0.0539757,0.0479798,0.104705,accident
0,0,0.0567835,0.156756,0.0201982,0.100804,0.015625,0.115611,0.461128,0.145619,0.00495427,0.130867,0.0602134,0.0811103,0.0865091,0.0189241,0.0602134,0.158572,accident
0.0194165,0,0.14336,0.0669785,0.00583501,0.0270298,0.0348089,0,0.0241449,0,0.0472837,0.0618771,0.00241449,0,0.00231388,0,0.00432596,0,accident
0,0,0.0656463,0.0423557,0.00351474,0.0289747,0.0283447,0,0.0209751,0,0.0153061,0.0703918,0.114739,0.0361244,0.198299,0.00685107,0.0692744,0.059758,accident
0,0,0.199254,0.144343,0.00223881,0.01888,0.0151386,0,0.00469083,0,0.013113,0.071916,0.0413646,0.0679006,0.0102345,0.0081478,0.140085,0.0130759,accident
0.00336735,0,0.109898,0.095916,0.00581633,0.0365876,0.0217347,0,0.0120408,0,0.0395918,0.0636739,0.0367347,0.0649574,0.0147959,0.00622149,0.0460204,0,accident
0,0,0.0482474,0.0573363,0,0.00628791,0.0482474,0.0664159,0.0160153,0.0401222,0.0715149,0.067385,0.00412973,0.0114708,0.00423046,0.00364042,0.0594279,0.0319485,accident
0.00596591,0,0.0210227,0.206506,0,0,0.00568182,0.0975387,0.0110795,0.0880918,0.0258523,0.0932193,0.238068,0.124895,0.0170455,0.103655,0.0267045,0.183224,accident
0,0,0.115385,0.205079,0,0,0.0178812,0.0720045,0.0762483,0.0241559,0.00303644,0.0921714,0,0.101626,0.015857,0.103575,0.0367746,0.183405,accident
0,0,0.0144416,0.17028,0,0,0.0173299,0.0345119,0.063543,0.231545,0.00802311,0.0352639,0.0397946,0.109852,0.0901797,0.0822746,0.0173299,0.151655,accident
0.0118017,0.0960529,0.157356,0.169099,0,0.00615927,0.00393391,0.128678,0.0196696,0.126618,0.00275374,0.133937,0.106216,0.0792046,0.0499607,0.0735853,0.0129819,0.195444,accident
0,0,0.0227513,0.15401,0.0026455,0.0196519,0.00608466,0.0393791,0.0767196,0.156536,0.012963,0.10061,0.0984127,0.11035,0.139683,0.061836,0.183598,0.199275,accident
0.00961538,0,0.013986,0.151755,0,0,0.00990676,0.104544,0.0585664,0.126233,0.00699301,0.0880681,0.0888695,0.073058,0.0183566,0.0520719,0.218531,0.150494,accident
0.00590278,0.0645424,0.132639,0.0935988,0.0107639,0.125668,0.00104167,0,0.00173611,0,0.00416667,0.134816,0.210764,0,0.160764,0.0606634,0.0277778,0.159422,accident
0,0,0.344082,0.237777,0.00199468,0.016166,0.0784574,0.129578,0.0714761,0,0.00398936,0.132552,0.316822,0.0890113,0.00964096,0.0848668,0.0345745,0.157178,accident
0.000827358,0,0.281026,0.195066,0,0,0.0355764,0.115265,0.00717044,0,0.015444,0.109974,0.137617,0.0813517,0.0637066,0.0994142,0.0416437,0.13774,accident
0,0,0.0581841,0.190254,0.00671355,0,0.00671355,0.0479163,0.23913,0.0403534,0.0242967,0.125369,0.0757673,0.178596,0.0428389,0.0582562,0.0955882,0.186672,accident
0.0107433,0,0.0348432,0.177447,0,0,0.0966899,0,0.00087108,0.0215584,0.0124855,0.0819148,0.00058072,0,0.178281,0,0.0406504,0.174069,accident
0.00979843,0,0.0618701,0.151143,0,0,0.0299552,0,0.00895857,0.0597979,0.0358343,0.0992087,0.0341545,0,0.025196,0.0785301,0.0520717,0.15166,accident
0.04385,0.0449909,0.0758411,0.136043,0,0,0.0499173,0,0.0165472,0.0240082,0.0179261,0.0977725,0.00137893,0,0.00799779,0,0.0579151,0.116323,accident
0.000968992,0,0.0445736,0.18322,0,0,0.0319767,0.100045,0.00339147,0.00604907,0.0310078,0.0887695,0.16061,0.10044,0.0218023,0,0.0297965,0.129696,accident
0,0,0.0896277,0.132001,0,0.00535695,0.0675532,0,0.0103723,0,0.0343085,0.110649,0.0148936,0.0924058,0.00585106,0,0.0742021,0.125224,accident
0,0,0.0132004,0.138074,0.00323276,0,0.045528,0.09653,0.0199353,0,0.167026,0.0416194,0.0237069,0.136065,0.000538793,0.0625346,0.0972522,0.129921,bomb
0,0,0.0180328,0.180648,0,0,0.0177596,0.0800438,0.0281421,0.0714039,0.0273224,0.0557283,0.060929,0.168981,0.000546448,0.0664081,0.0180328,0.13054,bomb
0.0101648,0.0658465,0.0315934,0.0604293,0,0,0.042033,0.0685902,0.0197802,0.160703,0.0032967,0.0488526,0.010989,0.164114,0.00851648,0.065658,0.0156593,0.1265,bomb
0,0,0.0699095,0.176313,0,0,0.0291855,0.0570113,0.0228507,0.147273,0.0126697,0,0.0221719,0.14489,0.00927602,0.0644785,0.0635747,0.112416,bomb
0.0124092,0.109371,0.065678,0,0,0,0,0,0.125908,0.215877,0.0190678,0,0.0914044,0.192756,0.0190678,0.0742371,0.0538741,0.119133,bomb
0,0,0.00714286,0.189075,0.0184524,0.0667431,0.0279762,0,0.0220238,0.129417,0.0494048,0.12466,0.142262,0.179425,0.00238095,0.0868697,0.0107143,0.192994,bomb
0,0,0.0677492,0.215014,0.00391937,0.0316068,0,0,0.00783875,0,0.0481523,0.00969413,0.0279955,0.17821,0.0111982,0.0829134,0.037514,0.188688,bomb
0,0,0.110628,0.202133,0,0,0,0,0,0,0.0217391,0,0.0589372,0,0.0512077,0,0.0826087,0,bomb
0,0,0.0375458,0.0878963,0.0018315,0.0357524,0.0737179,0,0,0,0.0100733,0,0.0709707,0,0.00915751,0,0.0453297,0,bomb
0,0,0.00324675,0.0800734,0.0288149,0.0577603,0,0,0,0,0.0539773,0,0.0190747,0.162862,0,0,0.0275974,0,bomb
0.0144928,0.0399741,0.00900901,0.0464476,0.00940071,0.0728623,0.0121426,0,0.0609087,0.0757576,0.0479828,0.0879606,0.272229,0.117585,0.0113592,0.0625905,0.0178222,0.103862,bomb
0.0333333,0.0571083,0.0183616,0.183881,0,0,0.0118644,0.0892406,0.0601695,0.156522,0.0144068,0,0.0319209,0.159666,0.00282486,0.0322837,0.0180791,0.137897,bomb
0.00297619,0.0691836,0.0543155,0.194048,0.0327381,0.0961718,0.101562,0.129725,0.0197173,0.258979,0.0420387,0,0.0252976,0.183186,0.000372024,0.0847236,0.00855655,0.133303,bomb
0,0,0.0923611,0.0559997,0.0597222,0.179389,0.0447917,0.107089,0.0659722,0.181918,0.0100694,0,0.169444,0.129959,0.0493056,0.0982696,0.00208333,0.0372906,bomb
