%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

% Global features from the images :
@ATTRIBUTE  Black_Pixel_Global NUMERIC
@ATTRIBUTE  Airs_Global NUMERIC
@ATTRIBUTE  Harris_Corners_Global NUMERIC
@ATTRIBUTE  Length_Area_Global NUMERIC
@ATTRIBUTE  Mass_Center_X_Global NUMERIC
@ATTRIBUTE  Mass_Center_Y_Global NUMERIC
@ATTRIBUTE  Hough_Lines_Global NUMERIC
@ATTRIBUTE  Rows_Or_Cols_Global NUMERIC
% Features from the images splited in 25 : 
@ATTRIBUTE  Black_Pixel_0 NUMERIC
@ATTRIBUTE  Airs_0 NUMERIC
@ATTRIBUTE  Harris_Corners_0 NUMERIC
@ATTRIBUTE  Length_Area_0 NUMERIC
@ATTRIBUTE  Mass_Center_X_0 NUMERIC
@ATTRIBUTE  Mass_Center_Y_0 NUMERIC
@ATTRIBUTE  Hough_Lines_0 NUMERIC
@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Harris_Corners_1 NUMERIC
@ATTRIBUTE  Length_Area_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Hough_Lines_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Harris_Corners_2 NUMERIC
@ATTRIBUTE  Length_Area_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Hough_Lines_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Harris_Corners_3 NUMERIC
@ATTRIBUTE  Length_Area_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Hough_Lines_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Harris_Corners_4 NUMERIC
@ATTRIBUTE  Length_Area_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Hough_Lines_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Harris_Corners_5 NUMERIC
@ATTRIBUTE  Length_Area_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Hough_Lines_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Harris_Corners_6 NUMERIC
@ATTRIBUTE  Length_Area_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Hough_Lines_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Harris_Corners_7 NUMERIC
@ATTRIBUTE  Length_Area_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Hough_Lines_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE  Harris_Corners_8 NUMERIC
@ATTRIBUTE  Length_Area_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE  Hough_Lines_8 NUMERIC
@ATTRIBUTE  Black_Pixel_9 NUMERIC
@ATTRIBUTE  Airs_9 NUMERIC
@ATTRIBUTE  Harris_Corners_9 NUMERIC
@ATTRIBUTE  Length_Area_9 NUMERIC
@ATTRIBUTE  Mass_Center_X_9 NUMERIC
@ATTRIBUTE  Mass_Center_Y_9 NUMERIC
@ATTRIBUTE  Hough_Lines_9 NUMERIC
@ATTRIBUTE  Black_Pixel_10 NUMERIC
@ATTRIBUTE  Airs_10 NUMERIC
@ATTRIBUTE  Harris_Corners_10 NUMERIC
@ATTRIBUTE  Length_Area_10 NUMERIC
@ATTRIBUTE  Mass_Center_X_10 NUMERIC
@ATTRIBUTE  Mass_Center_Y_10 NUMERIC
@ATTRIBUTE  Hough_Lines_10 NUMERIC
@ATTRIBUTE  Black_Pixel_11 NUMERIC
@ATTRIBUTE  Airs_11 NUMERIC
@ATTRIBUTE  Harris_Corners_11 NUMERIC
@ATTRIBUTE  Length_Area_11 NUMERIC
@ATTRIBUTE  Mass_Center_X_11 NUMERIC
@ATTRIBUTE  Mass_Center_Y_11 NUMERIC
@ATTRIBUTE  Hough_Lines_11 NUMERIC
@ATTRIBUTE  Black_Pixel_12 NUMERIC
@ATTRIBUTE  Airs_12 NUMERIC
@ATTRIBUTE  Harris_Corners_12 NUMERIC
@ATTRIBUTE  Length_Area_12 NUMERIC
@ATTRIBUTE  Mass_Center_X_12 NUMERIC
@ATTRIBUTE  Mass_Center_Y_12 NUMERIC
@ATTRIBUTE  Hough_Lines_12 NUMERIC
@ATTRIBUTE  Black_Pixel_13 NUMERIC
@ATTRIBUTE  Airs_13 NUMERIC
@ATTRIBUTE  Harris_Corners_13 NUMERIC
@ATTRIBUTE  Length_Area_13 NUMERIC
@ATTRIBUTE  Mass_Center_X_13 NUMERIC
@ATTRIBUTE  Mass_Center_Y_13 NUMERIC
@ATTRIBUTE  Hough_Lines_13 NUMERIC
@ATTRIBUTE  Black_Pixel_14 NUMERIC
@ATTRIBUTE  Airs_14 NUMERIC
@ATTRIBUTE  Harris_Corners_14 NUMERIC
@ATTRIBUTE  Length_Area_14 NUMERIC
@ATTRIBUTE  Mass_Center_X_14 NUMERIC
@ATTRIBUTE  Mass_Center_Y_14 NUMERIC
@ATTRIBUTE  Hough_Lines_14 NUMERIC
@ATTRIBUTE  Black_Pixel_15 NUMERIC
@ATTRIBUTE  Airs_15 NUMERIC
@ATTRIBUTE  Harris_Corners_15 NUMERIC
@ATTRIBUTE  Length_Area_15 NUMERIC
@ATTRIBUTE  Mass_Center_X_15 NUMERIC
@ATTRIBUTE  Mass_Center_Y_15 NUMERIC
@ATTRIBUTE  Hough_Lines_15 NUMERIC
@ATTRIBUTE  Black_Pixel_16 NUMERIC
@ATTRIBUTE  Airs_16 NUMERIC
@ATTRIBUTE  Harris_Corners_16 NUMERIC
@ATTRIBUTE  Length_Area_16 NUMERIC
@ATTRIBUTE  Mass_Center_X_16 NUMERIC
@ATTRIBUTE  Mass_Center_Y_16 NUMERIC
@ATTRIBUTE  Hough_Lines_16 NUMERIC
@ATTRIBUTE  Black_Pixel_17 NUMERIC
@ATTRIBUTE  Airs_17 NUMERIC
@ATTRIBUTE  Harris_Corners_17 NUMERIC
@ATTRIBUTE  Length_Area_17 NUMERIC
@ATTRIBUTE  Mass_Center_X_17 NUMERIC
@ATTRIBUTE  Mass_Center_Y_17 NUMERIC
@ATTRIBUTE  Hough_Lines_17 NUMERIC
@ATTRIBUTE  Black_Pixel_18 NUMERIC
@ATTRIBUTE  Airs_18 NUMERIC
@ATTRIBUTE  Harris_Corners_18 NUMERIC
@ATTRIBUTE  Length_Area_18 NUMERIC
@ATTRIBUTE  Mass_Center_X_18 NUMERIC
@ATTRIBUTE  Mass_Center_Y_18 NUMERIC
@ATTRIBUTE  Hough_Lines_18 NUMERIC
@ATTRIBUTE  Black_Pixel_19 NUMERIC
@ATTRIBUTE  Airs_19 NUMERIC
@ATTRIBUTE  Harris_Corners_19 NUMERIC
@ATTRIBUTE  Length_Area_19 NUMERIC
@ATTRIBUTE  Mass_Center_X_19 NUMERIC
@ATTRIBUTE  Mass_Center_Y_19 NUMERIC
@ATTRIBUTE  Hough_Lines_19 NUMERIC
@ATTRIBUTE  Black_Pixel_20 NUMERIC
@ATTRIBUTE  Airs_20 NUMERIC
@ATTRIBUTE  Harris_Corners_20 NUMERIC
@ATTRIBUTE  Length_Area_20 NUMERIC
@ATTRIBUTE  Mass_Center_X_20 NUMERIC
@ATTRIBUTE  Mass_Center_Y_20 NUMERIC
@ATTRIBUTE  Hough_Lines_20 NUMERIC
@ATTRIBUTE  Black_Pixel_21 NUMERIC
@ATTRIBUTE  Airs_21 NUMERIC
@ATTRIBUTE  Harris_Corners_21 NUMERIC
@ATTRIBUTE  Length_Area_21 NUMERIC
@ATTRIBUTE  Mass_Center_X_21 NUMERIC
@ATTRIBUTE  Mass_Center_Y_21 NUMERIC
@ATTRIBUTE  Hough_Lines_21 NUMERIC
@ATTRIBUTE  Black_Pixel_22 NUMERIC
@ATTRIBUTE  Airs_22 NUMERIC
@ATTRIBUTE  Harris_Corners_22 NUMERIC
@ATTRIBUTE  Length_Area_22 NUMERIC
@ATTRIBUTE  Mass_Center_X_22 NUMERIC
@ATTRIBUTE  Mass_Center_Y_22 NUMERIC
@ATTRIBUTE  Hough_Lines_22 NUMERIC
@ATTRIBUTE  Black_Pixel_23 NUMERIC
@ATTRIBUTE  Airs_23 NUMERIC
@ATTRIBUTE  Harris_Corners_23 NUMERIC
@ATTRIBUTE  Length_Area_23 NUMERIC
@ATTRIBUTE  Mass_Center_X_23 NUMERIC
@ATTRIBUTE  Mass_Center_Y_23 NUMERIC
@ATTRIBUTE  Hough_Lines_23 NUMERIC
@ATTRIBUTE  Black_Pixel_24 NUMERIC
@ATTRIBUTE  Airs_24 NUMERIC
@ATTRIBUTE  Harris_Corners_24 NUMERIC
@ATTRIBUTE  Length_Area_24 NUMERIC
@ATTRIBUTE  Mass_Center_X_24 NUMERIC
@ATTRIBUTE  Mass_Center_Y_24 NUMERIC
@ATTRIBUTE  Hough_Lines_24 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person, police, road-block}

@DATA
0.111615,0.11622,29,0.0893937,0.416093,0.625319,20,0,0.0994286,0,3,0,0,0,0,0.161143,0.0331429,19,0.165844,0.344029,0.608264,0,0.114286,0.0822857,27,0.12923,0.475044,0.455632,0,0.0137143,0,1,0,0,0,0,0,0,0,0,0,0,0,0.171429,0,7,0,0,0,0,0.105143,0.00114286,821,0.111519,0,0,0,0.0765714,0.0817143,2,0.0709305,0.142338,0.2,0,0.288,0.308,5,0.0940055,0.540438,0.609822,0,0.236571,0.0845714,798,0.157014,0.218437,0.424427,1,0.308571,0.119429,6,0.270148,0.388587,0.620612,0,0.248,0.016,8,0.257739,0.292186,0.477556,0,0.156571,0.0102857,718,0.155544,0,0,1,0.0742857,0.00228571,3,0,0.438095,0.106667,0,0.242286,0.114857,19,0.254946,0.317695,0.493106,1,0.112,0.0931429,8,0,0.264206,0.484889,0,0.124571,0.0274286,11,0.131637,0.4628,0.222165,0,0.0468571,0.00914286,10,0.046465,0,0,0,0.16,0.00514286,759,0.161225,0,0,0,0.185143,0.150286,6,0,0.280952,0.0866667,0,0.0754286,0.0125714,1,0.0798179,0.832035,0.687758,0,0.0422857,0.00628571,16,0.0257787,0.0790765,0.156768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105143,0.00857143,813,0.0524566,0,0,0,car
0.159646,0.165679,3,0.059892,0.449029,0.583659,22,0,0,0,0,0,0,0,0,0.072381,0.0152381,5,0.0691129,0.819556,0.785185,0,0.167619,0.0361905,4,0.0676703,0.64,0.27602,0,0.102857,0.0114286,2,0.0962978,0.26963,0.381834,0,0.12381,0.0419048,1,0,0.394444,0.863757,0,0.260952,0.0152381,12,0,0.284092,0.696103,0,0.306667,0.0114286,5,0.287158,0.500148,0.633157,0,0.289524,0.114286,10,0.035999,0.363259,0.306173,0,0.260952,0.0809524,15,0.155098,0.2954,0.204609,0,0.40381,0.122857,122,0.0811951,0.521196,0.496473,0,0.251429,0.0533333,3,0.161477,0.425926,0.165785,0,0.293333,0.160952,7,0.262115,0.424314,0.615313,0,0.238095,0.0247619,18,0.242684,0.497519,0.416191,0,0.114286,0.000952381,5,0.0793894,0.865238,0.35941,0,0.19619,0.0209524,4,0.233935,0.572381,0.665533,0,0.11619,0.140952,2,0.168443,0.466444,0.268783,0,0.209524,0.0238095,19,0.233473,0.361481,0.310406,0,0.0342857,0,2,0,0.16,0.119048,0,0.0552381,0.00190476,9,0.0405975,0.173333,0.833333,0,0.0304762,0,16,0,0,0,0,0.0285714,0,4,0.0126797,0.88,0.833333,0,0.175238,0.0466667,14,0.175938,0.319158,0.397382,1,0.215238,0,8,0,0,0,0,0.140952,0.00380952,6,0.149113,0.536,0.140476,0,0.215238,0.0190476,8,0.0940662,0.552,0.406349,0,car
0.19053,0.0129355,44,0.198214,0.405503,0.63176,24,0,0,0,0,0,0,0,0,0.04,0,2,0,0.88,0.71875,0,0.1775,0.23,1,0,0.906667,0.854167,0,0.1725,0.03375,12,0,0.366296,0.41088,0,0.215,0.02375,37,0,0.14,0.359375,0,0.3625,0.14625,1,0.0678553,0.316,0.359375,0,0.29,0.1025,380,0.0687132,0,0,0,0.2575,0.1325,7,0.200637,0.431018,0.311343,0,0.4275,0.15625,6,0.0919975,0.370592,0.555488,0,0.225,0.22,6,0,0.0651852,0.127315,0,0.1925,0.01875,372,0,0.340485,0.206439,0,0.325,0.12,362,0,0,0,0,0.265,0.0275,26,0.273566,0.186074,0.296991,0,0.19,0,6,0,0,0,0,0.2425,0.03625,327,0.234598,0.468699,0.451036,0,0.3175,0.03625,327,0.300696,0.438333,0.377604,0,0.3825,0.005,353,0.236273,0.415232,0.440909,0,0.26,0.0075,9,0.218679,0.399556,0.295139,0,0.2425,0.015,357,0.115784,0,0,0,0.225,0.03,3,0.122426,0.346667,0.21875,0,0.2575,0,15,0,0,0,0,0.195,0.05,4,0.0846751,0.584535,0.484388,0,0,0,0,0,0,0,0,0.0075,0,2,0,0,0,0,0.15,0.0075,344,0.149805,0.56,0.5625,0,car
0.146694,0.100045,3,0.118841,0.389422,0.532035,19,0,0,0,0,0,0,0,0,0.208333,0,1,0,0,0,0,0.0533333,0.0116667,3,0,0.672,0.629444,0,0.19,0.0908333,9,0,0.186667,0.447917,0,0.045,0.0125,5,0,0.120317,0.833003,0,0.0183333,0,585,0,0,0,0,0.155,0.00416667,489,0,0,0,0,0.296667,0.00833333,3,0.214448,0.84,0.263889,0,0.313333,0.0766667,6,0.111854,0.241333,0.176538,0,0.356667,0.1525,39,0.179399,0.288576,0.316061,0,0.35,0.165833,11,0.042308,0.236557,0.361315,0,0.313333,0.310833,1,0.328704,0.148889,0.214506,0,0.25,0.130833,5,0.226106,0.526543,0.368984,0,0.0233333,0,3,0.00971405,0.9,0.125,0,0.188333,0.0175,12,0.177496,0.192381,0.292163,0,0.111667,0.0116667,4,0.108899,0.165079,0.135251,0,0.235,0.234167,13,0.199567,0.230629,0.708042,0,0.218333,0.04,6,0.226826,0.224747,0.222117,0,0.173333,0.00333333,6,0.173923,0.19,0.572917,0,0.118333,0.005,2,0,0,0,0,0.0633333,0,3,0,0,0,0,0.181667,0.0683333,6,0.163946,0.65,0.568774,0,0.0183333,0,6,0,0.06,0.125,0,0.148333,0,2,0,0,0,0,0.173333,0.00166667,10,0.0752369,0.803333,0.0694444,0,car
0.134209,0.0273835,10,0.151958,0.477207,0.616618,20,0,0,0,0,0,0,0,0,0.19871,0,4,0,0,0,0,0.139355,0.0593548,13,0.159082,0.457226,0.654985,0,0.138065,0.0935484,20,0.0722738,0.283672,0.413827,0,0.0851613,0,1,0,0,0,0,0.0954839,0,10,0,0,0,0,0.136774,0.00451613,690,0.131253,0.508065,0.48,0,0.0322581,0.00645161,3,0,0.872504,0.801905,0,0.36129,0.116774,1,0.292195,0.258149,0.471596,0,0.420645,0.158065,6,0.322205,0.560371,0.302705,0,0.0967742,0.167742,3,0.033327,0.416368,0.0748148,0,0.225806,0.0677419,2,0.0833522,0.0823477,0.252444,0,0.234839,0.0632258,3,0.208232,0.553546,0.419512,1,0.234839,0,3,0,0,0,0,0.234839,0.0225806,680,0.20278,0.233635,0.557029,0,0.317419,0.139355,3,0.203867,0.316707,0.311545,0,0.277419,0.00258065,2,0.176401,0.717768,0.403824,0,0.0554839,0.00967742,6,0.0390765,0.137304,0.170256,0,0.125161,0.0187097,6,0.127787,0.295027,0.73,0,0.194839,0,5,0,0,0,0,0.00774194,0,4,0,0,0,0,0.117419,0.0941935,3,0.14228,0.682074,0.596397,0,0.0309677,0.00516129,4,0.0166445,0.0890937,0.144762,0,0.0464516,0,12,0.0277229,0,0,0,0.211613,0.0212903,4,0.214384,0.650455,0.513764,0,car
0.131199,0.0297846,1,0.126315,0.519188,0.547256,32,0,0.0347222,0,3,0,0,0,0,0.19246,0.0565476,8,0.177176,0.573016,0.399653,2,0.179563,0.0813492,15,0.081884,0.502382,0.554745,0,0.244048,0.016369,7,0,0.37348,0.408883,0,0.0515873,0.00843254,8,0,0.140476,0.704167,0,0.232143,0.0500992,8,0.119172,0.425634,0.555163,0,0.118056,0.0233135,969,0,0.353175,0.392361,0,0.251984,0.00843254,16,0.120226,0.462703,0.272466,1,0.190476,0.22371,7,0.17043,0.528274,0.395833,1,0.318452,0.0535714,29,0.310395,0.456327,0.346952,0,0.178571,0.0114087,2,0,0.031746,0.0532407,2,0.212302,0.259921,1,0.256355,0.546487,0.521791,0,0.177579,0.0138889,928,0.165233,0,0,1,0.123016,0.0332341,902,0.120432,0.5584,0.343863,0,0.160714,0.0277778,8,0.174457,0.716728,0.270833,0,0.0684524,0.0114087,2,0.0565169,0.916667,0.420833,0,0.195437,0.0193452,6,0.187182,0.61311,0.577366,0,0.0367063,0.00446429,4,0.0355854,0.0833995,0.151157,0,0.166667,0.000496032,823,0.0829637,0,0,1,0.179563,0.000496032,23,0.171562,0.724427,0.719522,0,0.115079,0.0297619,8,0.101044,0.757959,0.58381,1,0.0327381,0.00297619,14,0.0164249,0.044733,0.0782828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238095,0,990,0.0204929,0,0,0,car
0.112108,0.177817,6,0.127784,0.501578,0.578325,29,0,0.0208333,0.00396825,4,0.010813,0.910431,0.843254,0,0.214286,0.0322421,4,0.195473,0.197596,0.407098,0,0.0793651,0.0198413,10,0.0765128,0.164168,0.296966,0,0.236111,0.0907738,2,0,0.625625,0.458205,0,0.0257937,0.000496032,7,0,0.0714286,0.8125,0,0.125992,0.0709325,9,0,0.563217,0.77363,0,0.0327381,0.0014881,16,0,0.0575397,0.838889,0,0.111111,0.0228175,4,0,0.556311,0.325728,0,0.274802,0.21131,3,0.1051,0.315312,0.465152,1,0.246032,0.130456,9,0.0974337,0.316632,0.569472,2,0.284722,0.0982143,18,0.126319,0.317409,0.409363,0,0.206349,0.0183532,12,0.208564,0.232694,0.391975,1,0.186508,0.00347222,936,0.0780326,0,0,2,0.0198413,0,8,0,0,0,0,0.125,0.00496032,10,0.132849,0.552083,0.09375,0,0.0426587,0,3,0,0,0,0,0.195437,0.0565476,7,0.241361,0.541964,0.492314,0,0.0545635,0,1,0,0,0,0,0.170635,0.00446429,917,0.164965,0,0,0,0.191468,0.03125,3,0.174939,0.579147,0.574405,2,0.140873,0.0610119,5,0.12176,0.642535,0.476914,2,0.331349,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00992063,0,4,0.00379804,0.928571,0.0625,0,car
0.121082,0.205094,111,0.114322,0.516129,0.570802,35,0,0.0654762,0,13,0,0,0,0,0.168651,0.0243056,10,0.163275,0.409226,0.54372,0,0.124008,0.102679,6,0.13697,0.362586,0.413105,0,0.235119,0.0367063,20,0,0.311696,0.544402,1,0.0486111,0.0213294,7,0,0.904762,0.847222,0,0.238095,0.148313,15,0.227148,0.48719,0.699098,0,0.116071,0.0143849,6,0.106777,0.766534,0.272156,0,0.133929,0.0203373,27,0.095573,0.819114,0.364005,0,0.217262,0.0391865,6,0.010813,0.303477,0.281085,1,0.3125,0.22619,22,0.285093,0.551775,0.386651,0,0.247024,0.0128968,4,0.244583,0.81918,0.556713,2,0.183532,0.158234,3,0,0.444974,0.303241,0,0.169643,0.0262897,16,0.16673,0.0714286,0.197917,0,0.0585317,0.0119048,8,0.0510699,0.869811,0.286325,0,0.15377,0.0173611,5,0.163715,0.639765,0.259515,0,0.127976,0.00892857,928,0.115355,0.683069,0.574074,0,0.128968,0.0362103,836,0.129402,0.409826,0.374883,0,0.0406746,0,8,0,0,0,0,0.19246,0.0213294,21,0.184961,0.74418,0.270255,0,0.0605159,0.00644841,14,0.0503666,0.0923203,0.731209,0,0.0753968,0.00744048,5,0.0680243,0.833228,0.69537,0,0.0515873,0.0183532,8,0.0435924,0.0954382,0.179272,0,0.117063,0,3,0,0,0,0,0.0694444,0,8,0,0,0,0,0.126984,0.0332341,2,0.111969,0.392928,0.50525,0,car
0.114433,0.0923805,5,0.11173,0.424427,0.499229,28,0,0.0125224,0,2,0,0,0,0,0.12254,0.0375671,4,0.118063,0.636296,0.596154,1,0.0581395,0.0277281,8,0.058214,0.519722,0.177979,0,0.129696,0.092576,11,0,0.540421,0.608974,0,0.0107335,0,4,0,0,0,0,0.135957,0.0111807,4,0,0.617679,0.734687,0,0.0849732,0.033542,3,0,0.124677,0.444444,0,0.189624,0.0304114,2,0,0.758958,0.661823,0,0.259392,0.199911,3,0.0708263,0.170321,0.260073,2,0.281753,0.130143,19,0.251487,0.30653,0.390551,2,0.245975,0.0348837,5,0.0732926,0.393083,0.326877,2,0.182469,0.0854204,3,0.130159,0.467593,0.366987,1,0.169946,0.0219141,42,0.161928,0.318798,0.150641,0,0.0107335,0,1,0,0.94186,0.115385,0,0.167263,0.015653,987,0.173684,0.256977,0.352244,0,0.0644007,0.019678,16,0.0579175,0.170912,0.206654,0,0.179785,0.201699,901,0.206689,0.532358,0.73455,0,0.0760286,0.019678,27,0.0791859,0.183106,0.376326,0,0.157424,0.00805009,949,0.0721439,0,0,1,0.217352,0.0161002,99,0.192636,0.766737,0.303613,0,0.068873,0.0107335,6,0.0597846,0.816722,0.740385,0,0.0715564,0.0102862,12,0.0663912,0.154254,0.25362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670841,0.0214669,6,0,0.901809,0.213675,0,car
0.115915,0.160908,2,0.135636,0.380976,0.548574,31,0,0.0571909,0,16,0,0,0,0,0.119428,0.0248108,3,0.115243,0.498781,0.724138,0,0.113541,0.0374264,8,0,0.698219,0.512315,0,0.216148,0.0618167,2,0.154282,0.342763,0.715824,0,0.0941968,0.0420521,5,0,0.669377,0.848659,0,0.132044,0.172414,9,0,0.44065,0.890805,0,0.154752,0.0601346,2,0.0915396,0.438868,0.169982,1,0.250631,0.106812,108,0,0.536418,0.401627,1,0.227923,0.331371,7,0.108564,0.568602,0.412863,1,0.243061,0.203112,10,0.0693489,0.235157,0.279163,1,0.212784,0.0256518,11,0.161954,0.368383,0.473819,0,0.204373,0,6,0,0,0,0,0.139613,0.00210261,1129,0.0658652,0,0,1,0.114382,0.0197645,17,0.109381,0.464189,0.203749,0,0.208579,0.0319596,6,0.204497,0.660343,0.38548,0,0.153911,0.000841043,7,0.147336,0.71973,0.575226,0,0.0538267,0.00546678,16,0.0450172,0.125386,0.206681,0,0,0,0,0,0,0,0,0.142136,0.0058873,36,0.147373,0.439024,0.155172,0,0.1127,0.029016,1,0.100472,0.249017,0.496478,0,0.111859,0.0445753,29,0.0981327,0.702168,0.625037,1,0.0437342,0.00672834,12,0.0411616,0.109859,0.138221,0,0,0,0,0,0,0,0,0.0958789,0,2,0,0,0,0,0.124474,0.0294365,2,0.112705,0.707956,0.517241,0,car
0.139429,0.195459,5,0.156923,0.575289,0.493051,29,0,0,0,0,0,0,0,0,0.0977444,0.0120301,5,0.0908668,0.757653,0.721804,0,0.2,0.0488722,7,0.173913,0.586381,0.493345,0,0.0796992,0.32406,2,0.0617167,0.25151,0.236182,0,0.15188,0.0834586,4,0,0.168452,0.401316,0,0.288722,0.239098,6,0,0.327506,0.543651,0,0.240602,0.0646617,6,0.264766,0.405144,0.670372,0,0.160902,0.0308271,9,0.223717,0.171429,0.234649,0,0.269173,0.024812,21,0.313913,0.29291,0.460624,0,0.38797,0.0917293,21,0.338977,0.356666,0.335303,0,0.275188,0.139098,45,0.235031,0.408394,0.496871,0,0.0932331,0.0330827,3,0.0999643,0.126735,0.30547,0,0.222556,0.0142857,601,0.209279,0,0,0,0.168421,0,2,0,0,0,0,0.198496,0.0338346,551,0.223153,0.306024,0.539061,0,0.117293,0.037594,14,0.137439,0.32785,0.315789,0,0.108271,0.0293233,13,0.0781512,0.138095,0.0570175,0,0,0,0,0,0,0,0,0.204511,0.0120301,563,0.207509,0,0,0,0.156391,0.0421053,8,0.150608,0.238042,0.310916,0,0.0105263,0,3,0,0.933333,0.877193,0,0.16391,0.062406,6,0.152646,0.30364,0.434211,1,0.190977,0,652,0,0,0,0,0.384962,0,8,0,0,0,0,0.115789,0.00902256,628,0.0509767,0.264286,0.0526316,0,car
0.165945,0.127597,1,0.129018,0.548139,0.633205,31,0,0,0,0,0,0,0,0,0.215909,0.0501894,11,0.1915,0.67123,0.391265,0,0.145833,0.0208333,7,0.131109,0.765132,0.53093,0,0.123106,0.0255682,4,0.00457237,0.427609,0.548611,0,0.0852273,0.0331439,9,0,0,0,0,0.375,0.0293561,2,0,0.414141,0.773438,0,0.204545,0.140152,12,0.144041,0.285354,0.399554,0,0.172348,0,22,0,0.737374,0.770833,0,0.36553,0.0293561,2,0.0815182,0.218434,0.386347,0,0.371212,0.137311,10,0.345337,0.566033,0.561918,0,0.297348,0.211174,41,0.0663667,0.107071,0.5375,0,0.350379,0.327652,1,0.310137,0.367358,0.47076,0,0.219697,0.0369318,11,0.176583,0.121212,0.65625,0,0.00757576,0,4,0,0,0,0,0.208333,0.0416667,456,0.199021,0.432739,0.320159,0,0.200758,0.0511364,19,0.0895535,0.571364,0.268882,0,0.289773,0.155303,24,0.433353,0.517483,0.476103,0,0.0340909,0,6,0.0152861,0.0828283,0.170833,0,0.195076,0,8,0.11488,0,0,0,0.00189394,0,2,0,0,0,0,0.00189394,0,1,0,0,0,0,0.151515,0.03125,11,0.129918,0.223559,0.469158,0,0.032197,0,492,0,0,0,0,0.0662879,0.0293561,5,0.117559,0.90101,0.141667,0,0.132576,0.0217803,9,0.111766,0.14414,0.61541,0,car
