%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Airs_0 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
0,0.0699095,0,0.0291855,0.0266968,0.00294118,0.0221719,0.00927602,0.0656109,bomb
0.0154358,0.065678,0,0.0499395,0.125908,0.0190678,0.0762712,0.0190678,0.0538741,bomb
0,0.00714286,0.0184524,0.0279762,0.0821429,0.0494048,0.142262,0.00238095,0.0107143,bomb
0,0.0677492,0.00223964,0.0195969,0.00783875,0.0610302,0.0279955,0.0111982,0.037514,bomb
0,0.110628,0,0.00531401,0,0.0217391,0.0560386,0.0521739,0.0821256,bomb
0,0.0375458,0.00412088,0.0737179,0.0306777,0.0100733,0.0709707,0.00915751,0.0260989,bomb
0,0.00324675,0.0288149,0.0625,0,0.0539773,0.0190747,0,0.0275974,bomb
0.0144928,0.0546416,0.00940071,0.0113592,0.0642382,0.0479828,0.266745,0.0113592,0.0178222,bomb
0.0333333,0.00310734,0,0.0118644,0.0624294,0.0144068,0.0319209,0.00282486,0.0180791,bomb
0.00669643,0.0543155,0.0327381,0.101562,0.030506,0.0420387,0.0513393,0.000372024,0.00818452,bomb
0,0.0829861,0.0576389,0.0118056,0.0756944,0.00798611,0.132639,0.0493056,0.00208333,bomb
0.0445455,0.144242,0.0369697,0.0284848,0.0509091,0,0.0772727,0.00181818,0.181818,bomb
0,0.123604,0,0.0717703,0,0.0382775,0.0311005,0.0103668,0.0438596,bomb
0,0.0497076,0.00511696,0.0592105,0.151316,0.0380117,0.0628655,0.00657895,0.0460526,bomb
0.00170455,0.227273,0,0.0215909,0.283523,0.0704545,0.0465909,0.0301136,0.0244318,bomb
0,0.214286,0,0.0557823,0.0176871,0.0156463,0.029932,0.0102041,0.0544218,bomb
0,0.0304054,0,0.0320946,0.0399775,0.0951577,0.0157658,0.0343468,0.0388514,bomb
0.00334225,0.161096,0,0.0608289,0.0300802,0.0508021,0.0294118,0.0040107,0.0360963,bomb
0,0.037037,0,0.0210438,0.0244108,0.0968013,0.0622896,0.003367,0.020202,bomb
0,0.014316,0.00106045,0.0328738,0.101803,0.038176,0.0233298,0.00530223,0.0148462,bomb
0,0.0246212,0,0.0265152,0.11553,0.135732,0.0530303,0.0107323,0.0757576,bomb
0,0.0855856,0,0.0342342,0.0378378,0.0900901,0.0117117,0.0765766,0.0234234,bomb
0,0.0428277,0,0.0557276,0.00851393,0.0678535,0.00154799,0,0.0252838,bomb
0.00472637,0.0746269,0,0.0716418,0.00472637,0,0.0636816,0.0134328,0.0676617,bomb
0,0.0285948,0,0.0128676,0.107026,0.0310458,0.00959967,0.025531,0.0194036,bomb
0,0.0223112,0,0.0150648,0.0272693,0.0474828,0.177536,0.00553013,0.0776125,bomb
0,0.0564455,0.00495805,0.0276506,0.0926773,0.0320366,0.0289855,0.0064836,0.02746,bomb
0,0.206456,0,0.078022,0.00425824,0.0428571,0.0347527,0.00288462,0.0482143,bomb
0,0.0685042,0,0.0349774,0.00209542,0.058833,0.0282076,0.00741457,0.021599,bomb
0.00669486,0.0199084,0,0.051797,0.0278365,0.0528541,0.0137421,0.0218464,0.0170895,bomb
0,0.0284288,0.0266927,0.0208333,0.0269097,0.205295,0,0.0737847,0.0418837,bomb
0,0.0367006,0,0.059593,0.0316134,0.0608648,0.0158067,0.00236192,0.0174419,bomb
0.024,0.0636364,0.00218182,0.179636,0.00727273,0.00909091,0.255273,0.325818,0.0250909,bomb
0,0.00192864,0.00024108,0.0344744,0.0359209,0.0945034,0.0137416,0.0036162,0.0248312,bomb
0,0.0801711,0.0213914,0.0223214,0.0385045,0.0345982,0.0604539,0.000372024,0.0243676,bomb
0,0.132045,0,0.00583736,0.0648148,0.0136876,0.0533414,0.0120773,0.0213366,bomb
0,0.0513417,0.0232558,0.0078712,0.0216458,0.0449016,0.044186,0.00250447,0.122719,bomb
0,0.00530303,0.0040404,0.0469697,0.0106061,0.0371212,0.0151515,0.00151515,0.0424242,bomb
0,0.129783,0,0.0149872,0.0430485,0.0293367,0.0398597,0.000637755,0.0117985,bomb
0.00431034,0.0235411,0,0.0195623,0.133289,0.0225464,0.0590186,0.00928382,0.0139257,bomb
0,0.0634014,0.00360577,0.00480769,0.0898438,0.0315505,0.0321514,0.00300481,0.0967548,bomb
0,0.026087,0.0155797,0.0565217,0.0119565,0.0431159,0.0304348,0.0474638,0.0242754,bomb
0.00923226,0.00485909,0,0,0.150632,0,0.00340136,0.256074,0.129738,bomb
0.0537037,0,0,0.153086,0.017284,0,0.0740741,0.062963,0.0722222,bomb
0.00809524,0.104762,0,0.123333,0.0257143,0,0.0957143,0.00952381,0.0461905,bomb
0.00277778,0.00333333,0.00333333,0.0133333,0.103889,0.08,0.0238889,0.005,0.0188889,bomb
0,0.0169492,0.0211864,0.00195567,0.0619296,0,0.00228162,0.368644,0.0123859,bomb
0,0.062963,0.0158249,0.0340067,0.118519,0.0181818,0.0353535,0.00639731,0.136364,bomb
0.00138889,0.0259259,0.0412037,0.0726852,0.208333,0.00694444,0.0541667,0.00925926,0.113889,bomb
0,0.00127877,0.00682012,0.0370844,0.313725,0.0255754,0.0251492,0.000852515,0.084399,bomb
0,0.00498575,0.0616097,0,0.0338319,0.0292023,0.0409544,0.233262,0.0512821,bomb
0,0.0196078,0.0242967,0,0.0213129,0.0213129,0.0434783,0.099318,0.0528559,bomb
0,0,0.0124717,0.0207861,0.0593348,0.0272109,0.269463,0.0124717,0.0283447,bomb
0,0.0256522,0.122609,0.0347826,0.0521739,0.00347826,0.24,0.0256522,0.0130435,bomb
0,0.0246377,0.026087,0.0251208,0.0536232,0.14686,0.133816,0.0724638,0.0169082,bomb
0,0.0288618,0.0117886,0.0195122,0.117886,0.0223577,0.153659,0.347154,0.0463415,bomb
0,0.00524476,0.0170455,0.00786713,0.166084,0.0948427,0.145542,0.00655594,0.0454545,bomb
0.00646552,0.00969828,0.0474138,0.0204741,0.135776,0.196121,0.100216,0.0463362,0.0872845,bomb
0,0.0601852,0.00462963,0.0462963,0.12963,0.0555556,0.0123457,0.0308642,0.00308642,bomb
0.020202,0.0378788,0.0909091,0.108586,0.315657,0.030303,0.010101,0.020202,0.0277778,bomb
0.0230415,0.0299539,0,0.0806452,0.130184,0.0103687,0.00806452,0.00230415,0.0195853,bomb
0,0.0535714,0.016369,0.0714286,0.0252976,0.0342262,0.206845,0.0252976,0.03125,bomb
0,0,0.0611111,0.0277778,0,0,0.0388889,0.0666667,0.0666667,bomb
0,0.0414201,0,0.0798817,0.0443787,0,0.0798817,0.00295858,0.0236686,bomb
0,0,0,0.0294118,0.092437,0.134454,0.0840336,0.0420168,0.0420168,bomb
0,0,0.0541667,0,0.0708333,0.0333333,0.075,0.0416667,0.0708333,bomb
0,0.0119048,0.0396825,0.0277778,0.0992063,0.0119048,0.0674603,0,0.0238095,bomb
0,0.144097,0.0555556,0.0477431,0.0824653,0.0238715,0.0230035,0.0195312,0.0364583,bomb
0,0.0159119,0.0563035,0.0416157,0.234394,0,0.259486,0.0220318,0,bomb
0,0.00394477,0.107495,0.0498028,0.114892,0.0192308,0.0744576,0.0527613,0.00345168,bomb
0,0,0.120769,0.0284615,0.0719231,0.0392308,0.121154,0.0688462,0.025,bomb
0,0.0140533,0.0384615,0.049926,0.0436391,0.00702663,0.0698964,0.0303254,0.0110947,bomb
0,0.0367133,0.318182,0.0034965,0.0367133,0.0384615,0.297203,0.106643,0.027972,bomb
0,0.033871,0.0467742,0.033871,0.05,0.0354839,0.016129,0.216129,0,bomb
0,0,0.0803571,0.00382653,0.0140306,0.0982143,0.22449,0.0892857,0.122449,bomb
0,0,0.146635,0.0492788,0.111779,0.264423,0.00961538,0.0540865,0.0252404,bomb
0,0,0.0492647,0.00441176,0.130147,0.0264706,0.0205882,0.0139706,0.148529,bomb
0,0.0100644,0,0.0410628,0.0128824,0.0458937,0.0909823,0.0152979,0.0213366,bomb
0.104454,0.0132556,0,0.116119,0.0572641,0.0705196,0.0498409,0.00901379,0.0339343,bomb
0.0104895,0.104312,0,0,0.0495338,0.0728438,0.0250583,0.016317,0.0262238,bomb
0,0.0744048,0.0130952,0.0357143,0.0160714,0.0339286,0.0321429,0.00297619,0.0309524,bomb
0,0.0233415,0,0.124693,0.034398,0.0509828,0.014742,0.00429975,0.0780098,bomb
0,0.0106477,0,0.039929,0.0696539,0.0377107,0.0474712,0.00887311,0.0363798,bomb
0.016,0.0375,0,0.1805,0.001,0.007,0.1055,0.0155,0.078,bomb
0,0.035109,0.00686037,0.0141243,0.0468119,0,0.0419693,0.0173527,0.0238095,bomb
0,0.0112233,0.003367,0.00476992,0.0283389,0.0176768,0.0507856,0.0145903,0.0266554,bomb
0,0.0847458,0.0447107,0.0277615,0.0543542,0.00409117,0.0330216,0.00555231,0.0324372,bomb
0.0255682,0.0170455,0,0,0.0284091,0.147727,0.0738636,0.0426136,0.0539773,bomb
0,0.0357143,0,0.0178571,0.0491071,0.0580357,0.0357143,0.0535714,0.0535714,bomb
0,0,0.0875,0.0208333,0,0.0291667,0.0666667,0.0791667,0,bomb
0.00555556,0.0361111,0,0.0444444,0.141667,0.0444444,0.0805556,0.0333333,0.0194444,bomb
0.00584795,0,0,0,0.0643275,0,0,0.0438596,0.0497076,bomb
0,0.0108818,0.000562852,0.0442777,0.0120075,0.0225141,0.0506567,0.0272045,0.0288931,bomb
0,0.0379845,0.00271318,0.0457364,0.00813953,0.0302326,0.0645349,0.0550388,0.0410853,bomb
0,0.0620968,0.00120968,0.0294355,0,0.100202,0.0461694,0.00907258,0.0368952,bomb
0,0.0458145,0.00989819,0.0313914,0,0.0902149,0.0511878,0.0263009,0.0497738,bomb
0,0.026772,0.000577812,0.0404468,0.0165639,0.0381356,0.0327427,0.0313945,0.0333205,bomb
0,0.0451087,0,0.0157609,0.0657609,0.0690217,0.0315217,0.0048913,0.0309783,bomb
0,0.0160819,0,0.0199805,0.13499,0,0.0760234,0.0389864,0.0570175,bomb
0.0119565,0.0336957,0,0.0625,0.0673913,0,0.0179348,0.0163043,0.0554348,bomb
0,0.00722222,0.0661111,0.00555556,0.0611111,0,0.0233333,0.00611111,0.14,bomb
0,0.016,0.019,0.0125,0.142,0.0435,0.0335,0.01,0.0245,bomb
0.00585938,0.0507812,0.0136719,0.0334821,0.0920759,0.00892857,0.00223214,0,0.154576,bomb
0,0.00714286,0.02,0.02,0.00257143,0,0.114571,0.0377143,0.0251429,bomb
0.0297235,0.00368664,0,0.0202765,0.0172811,0.0129032,0.0191244,0.00230415,0.106221,bomb
0.003489,0.00644122,0,0.0504563,0.00241546,0.0085883,0.249061,0.003489,0.0662909,bomb
0,0.0102554,0,0.00561146,0.0156734,0.0135449,0.0752709,0.000967492,0.0301858,bomb
0.0288066,0.0411523,0,0.0123457,0.0987654,0.154321,0,0.0473251,0.0596708,bomb
0.0204082,0.0255102,0,0.0459184,0.0142857,0.00612245,0.0591837,0.0244898,0.138776,bomb
0,0.0297619,0.00595238,0.00952381,0.0595238,0.00119048,0.146429,0.0464286,0.109524,bomb
0.0173077,0.0615385,0,0.075,0.025,0,0.171154,0.0115385,0.169231,bomb
0,0.0442708,0.0325521,0.141927,0.0247396,0,0.0221354,0.0533854,0.214844,bomb
0.0034965,0.020979,0,0.157343,0.122378,0,0.102564,0.0174825,0.0571096,bomb
0,0.0240642,0.013369,0.0124777,0.141711,0.0187166,0.0356506,0.00356506,0.0454545,bomb
0.0015873,0,0,0.0666667,0.0047619,0,0.0142857,0.0825397,0.0507937,bomb
0,0.0333333,0,0.00119048,0.0488095,0.0190476,0.00119048,0.00238095,0.0535714,bomb
0,0.0145889,0.0397878,0.172414,0.185676,0,0.0477454,0.0464191,0.066313,bomb
0.00173611,0.151042,0,0.0303819,0.109375,0.0486111,0.0737847,0.0208333,0.0303819,bomb
0,0.0924242,0.000757576,0.0242424,0.0984848,0.0560606,0.0568182,0.00984848,0.0310606,bomb
0,0.138107,0,0,0.0965473,0.0441176,0.0134271,0.0383632,0.044757,bomb
0,0.1195,0.008,0,0.052,0.0125,0.0315,0.0155,0.0365,bomb
0,0.041958,0,0.0390443,0.252914,0.0308858,0.0238928,0.004662,0.0244755,bomb
0,0,0,0.00378788,0,0,0.118538,0,0,bomb
0,0.0177469,0.209877,0.0308642,0.0138889,0.0748457,0.0285494,0.0154321,0.0447531,bomb
0,0.106122,0.0578231,0,0,0.00340136,0.0428571,0.0190476,0.0387755,bomb
0,0.0492063,0,0.0293651,0.0746032,0.0365079,0.0214286,0.0174603,0.0365079,bomb
0,0.0192547,0.00372671,0.0304348,0,0.0198758,0.0521739,0.101863,0.0428571,bomb
0,0.00435414,0.0787373,0.0297533,0.0921626,0.0290276,0.0275762,0.0032656,0.0344702,bomb
0,0.00885417,0.00677083,0.0203125,0.0223958,0,0.142708,0.003125,0.0442708,bomb
0.00339367,0.0671192,0,0.0214932,0.0542986,0.0535445,0.0222474,0.00490196,0.0667421,bomb
0,0.0334906,0.0132075,0.00943396,0.125,0,0.0136792,0.0216981,0.0627358,bomb
0,0.0454545,0.00474308,0.0150198,0.0711462,0.0383399,0.03083,0.0118577,0.0185771,bomb
0.0105042,0.130252,0,0.0777311,0.0294118,0.0577731,0.0388655,0.00420168,0.0430672,bomb
0,0.0588235,0.00773994,0.0928793,0.0131579,0.0425697,0.151703,0.0116099,0.0394737,bomb
0.00422297,0.195946,0,0.212838,0.0472973,0.0464527,0.0413851,0.0185811,0.0101351,bomb
