%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

% Global features from the images :
@ATTRIBUTE  Black_Pixel_Global NUMERIC
@ATTRIBUTE  Airs_Global NUMERIC
@ATTRIBUTE  Harris_Corners_Global NUMERIC
@ATTRIBUTE  Length_Area_Global NUMERIC
@ATTRIBUTE  Mass_Center_X_Global NUMERIC
@ATTRIBUTE  Mass_Center_Y_Global NUMERIC
@ATTRIBUTE  Hough_Lines_Global NUMERIC
@ATTRIBUTE  Rows_Or_Cols_Global NUMERIC
% Features from the images splited in 16 : 
@ATTRIBUTE  Black_Pixel_0 NUMERIC
@ATTRIBUTE  Airs_0 NUMERIC
@ATTRIBUTE  Harris_Corners_0 NUMERIC
@ATTRIBUTE  Length_Area_0 NUMERIC
@ATTRIBUTE  Mass_Center_X_0 NUMERIC
@ATTRIBUTE  Mass_Center_Y_0 NUMERIC
@ATTRIBUTE  Hough_Lines_0 NUMERIC
@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Harris_Corners_1 NUMERIC
@ATTRIBUTE  Length_Area_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Hough_Lines_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Harris_Corners_2 NUMERIC
@ATTRIBUTE  Length_Area_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Hough_Lines_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Harris_Corners_3 NUMERIC
@ATTRIBUTE  Length_Area_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Hough_Lines_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Harris_Corners_4 NUMERIC
@ATTRIBUTE  Length_Area_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Hough_Lines_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Harris_Corners_5 NUMERIC
@ATTRIBUTE  Length_Area_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Hough_Lines_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Harris_Corners_6 NUMERIC
@ATTRIBUTE  Length_Area_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Hough_Lines_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Harris_Corners_7 NUMERIC
@ATTRIBUTE  Length_Area_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Hough_Lines_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE  Harris_Corners_8 NUMERIC
@ATTRIBUTE  Length_Area_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE  Hough_Lines_8 NUMERIC
@ATTRIBUTE  Black_Pixel_9 NUMERIC
@ATTRIBUTE  Airs_9 NUMERIC
@ATTRIBUTE  Harris_Corners_9 NUMERIC
@ATTRIBUTE  Length_Area_9 NUMERIC
@ATTRIBUTE  Mass_Center_X_9 NUMERIC
@ATTRIBUTE  Mass_Center_Y_9 NUMERIC
@ATTRIBUTE  Hough_Lines_9 NUMERIC
@ATTRIBUTE  Black_Pixel_10 NUMERIC
@ATTRIBUTE  Airs_10 NUMERIC
@ATTRIBUTE  Harris_Corners_10 NUMERIC
@ATTRIBUTE  Length_Area_10 NUMERIC
@ATTRIBUTE  Mass_Center_X_10 NUMERIC
@ATTRIBUTE  Mass_Center_Y_10 NUMERIC
@ATTRIBUTE  Hough_Lines_10 NUMERIC
@ATTRIBUTE  Black_Pixel_11 NUMERIC
@ATTRIBUTE  Airs_11 NUMERIC
@ATTRIBUTE  Harris_Corners_11 NUMERIC
@ATTRIBUTE  Length_Area_11 NUMERIC
@ATTRIBUTE  Mass_Center_X_11 NUMERIC
@ATTRIBUTE  Mass_Center_Y_11 NUMERIC
@ATTRIBUTE  Hough_Lines_11 NUMERIC
@ATTRIBUTE  Black_Pixel_12 NUMERIC
@ATTRIBUTE  Airs_12 NUMERIC
@ATTRIBUTE  Harris_Corners_12 NUMERIC
@ATTRIBUTE  Length_Area_12 NUMERIC
@ATTRIBUTE  Mass_Center_X_12 NUMERIC
@ATTRIBUTE  Mass_Center_Y_12 NUMERIC
@ATTRIBUTE  Hough_Lines_12 NUMERIC
@ATTRIBUTE  Black_Pixel_13 NUMERIC
@ATTRIBUTE  Airs_13 NUMERIC
@ATTRIBUTE  Harris_Corners_13 NUMERIC
@ATTRIBUTE  Length_Area_13 NUMERIC
@ATTRIBUTE  Mass_Center_X_13 NUMERIC
@ATTRIBUTE  Mass_Center_Y_13 NUMERIC
@ATTRIBUTE  Hough_Lines_13 NUMERIC
@ATTRIBUTE  Black_Pixel_14 NUMERIC
@ATTRIBUTE  Airs_14 NUMERIC
@ATTRIBUTE  Harris_Corners_14 NUMERIC
@ATTRIBUTE  Length_Area_14 NUMERIC
@ATTRIBUTE  Mass_Center_X_14 NUMERIC
@ATTRIBUTE  Mass_Center_Y_14 NUMERIC
@ATTRIBUTE  Hough_Lines_14 NUMERIC
@ATTRIBUTE  Black_Pixel_15 NUMERIC
@ATTRIBUTE  Airs_15 NUMERIC
@ATTRIBUTE  Harris_Corners_15 NUMERIC
@ATTRIBUTE  Length_Area_15 NUMERIC
@ATTRIBUTE  Mass_Center_X_15 NUMERIC
@ATTRIBUTE  Mass_Center_Y_15 NUMERIC
@ATTRIBUTE  Hough_Lines_15 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person, police, road-block}

@DATA
0.102394,0.0376008,32,0.123577,0.540293,0.601978,4,1,0,0,0,0,0,0,0,0.129032,0.00107527,6,0,0.833333,0.741935,0,0.00645161,0,1,0,0,0,0,0.219355,0.0526882,6,0,0.433333,0.298387,0,0.208602,0.0870968,18,0,0.506536,0.470746,0,0.126882,0.0182796,5,0,0.157037,0.773477,0,0.12043,0.0193548,6,0,0.566667,0.814516,0,0.152688,0.0107527,8,0,0.329915,0.498346,0,0.088172,0.0107527,9,0.0728989,0.237037,0.874552,0,0.212903,0,6,0,0,0,0,0.189247,0,1,0,0,0,0,0.0752688,0,9,0,0,0,0,0.227957,0.0236559,8,0.0290006,0.549206,0.392217,0,0.131183,0.0397849,17,0.126017,0.274444,0.258065,0,0.195699,0.0526882,13,0,0,0,0,0.0322581,0,6,0,0.166667,0.0645161,0,bomb
0.0922129,0.142764,2,0.130433,0.551556,0.489007,4,1,0,0,0,0,0,0,0,0.177551,0.12449,3,0.133523,0.585044,0.559196,0,0.0673469,0,4,0,0,0,0,0.155102,0.0591837,428,0,0.392857,0.5,0,0.197959,0.0346939,4,0,0.603742,0.481973,0,0.120408,0.00204082,9,0,0.249735,0.792487,0,0.118367,0.0173469,5,0,0.580898,0.760606,0,0.155102,0.022449,10,0,0.298469,0.420408,0,0.077551,0.00612245,2,0.027521,0.154762,0.45,0,0.0816327,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0591837,0.0408163,2,0,0.785714,0.514286,0,0.185714,0.055102,17,0.0720087,0.54823,0.267521,0,0.022449,0,4,0,0,0,0,0.204082,0,31,0,0,0,0,0.0510204,0,7,0,0,0,0,bomb
0.0725091,0.144705,10,0.116065,0.481763,0.462355,5,1,0,0,0,0,0,0,0,0.103387,0.0142602,7,0,0.823529,0.636364,0,0.0713012,0,2,0,0,0,0,0.187166,0.087344,41,0,0.359944,0.0721501,0,0.149733,0.0918004,14,0,0.587418,0.507997,0,0.106952,0.00534759,17,0,0.218954,0.824074,0,0.101604,0.0409982,24,0,0.676471,0.818182,0,0.121212,0.0392157,10,0,0.311943,0.482048,0,0.0534759,0.00356506,10,0.0341215,0.147059,0.869697,0,0,0,0,0,0,0,0,0.0427807,0,2,0,0,0,0,0.0926916,0,3,0,0,0,0,0.0784314,0.0026738,9,0.100149,0.227669,0.246072,0,0.0445633,0,3,0,0,0,0,0.194296,0,6,0,0,0,0,0.149733,0,4,0,0,0,0,bomb
0.081746,0.074504,10,0.0671977,0.413215,0.602467,7,1,0,0,0,0,0,0,0,0.0612903,0,4,0,0,0,0,0.1,0,3,0,0,0,0,0.166129,0.00725806,3,0,0.746667,0.447312,0,0.133871,0.0435484,12,0,0.544042,0.307203,0,0.120968,0.0169355,14,0,0.250926,0.765532,0,0.119355,0.0282258,14,0,0.675128,0.697477,0,0.101613,0.0645161,1,0,0,0,0,0.182258,0.0709677,525,0.211896,0.435714,0.570276,0,0.216129,0,4,0,0,0,0,0.0854839,0,2,0,0,0,0,0.125806,0,11,0,0,0,0,0.156452,0.115323,6,0,0.643452,0.150538,0,0.033871,0,3,0,0,0,0,0.166129,0.0540323,8,0,0,0,0,0.0532258,0,10,0,0,0,0,bomb
0.075856,0.0514486,57,0.0229523,0.612087,0.519729,4,1,0.038961,0,3,0,0,0,0,0.12987,0,6,0,0,0,0,0.010101,0,6,0,0,0,0,0.196248,0.0440115,2,0,0.726411,0.524691,0,0.171717,0.0454545,3,0,0.577985,0.564504,0,0.109668,0.0411255,9,0,0.18254,0.868687,0,0.122655,0.0425685,6,0,0.555167,0.683657,0,0.0966811,0.033189,17,0,0.297566,0.250976,0,0.189033,0.0541126,5,0.20623,0.534571,0.480183,0,0.001443,0,2,0,0,0,0,0.0750361,0,3,0,0,0,0,0.044733,0,3,0,0,0,0,0.105339,0.111111,2,0.138316,0.670663,0.282157,0,0.00577201,0,4,0,0,0,0,0.171717,0,29,0,0,0,0,0.0606061,0,4,0,0,0,0,bomb
0.0760374,0.206994,10,0.0964551,0.562377,0.616737,10,1,0,0,0,0,0,0,0,0.148837,0.0962791,7,0.14608,0.79549,0.453032,0,0.0781395,0,1015,0,0,0,0,0.181395,0.0334884,33,0,0.412399,0.326905,0,0.163721,0.0125581,8,0.146782,0.33016,0.801607,0,0.100465,0,1,0,0,0,0,0.0269767,0.00372093,5,0.0133151,0.81,0.906977,0,0.162791,0.035814,10,0.162443,0.379895,0.658903,0,0.0362791,0.00930233,18,0.0350022,0.149402,0.070165,0,0,0,0,0,0,0,0,0.125581,0,4,0,0,0,0,0.0781395,0.00837209,8,0,0.86,0.0775194,0,0.2,0.0562791,9,0.155754,0.397718,0.425381,2,0.0297674,0.00186047,1,0,0.12,0.889535,0,0.147907,0.087907,34,0.16321,0.527647,0.428398,0,0.0316279,0,13,0,0,0,0,bomb
0.0834154,0.035988,13,0.100694,0.432352,0.653647,15,1,0.140909,0,2,0,0,0,0,0.118182,0.04,13,0,0.48262,0.356723,2,0.161818,0.0386364,8,0.0476604,0.28756,0.77798,0,0.00363636,0,3,0,0,0,0,0.211818,0.0218182,1,0.201931,0.300735,0.535826,0,0.214545,0,2,0,0,0,0,0.0181818,0.0213636,3,0.0502305,0.431818,0.475,0,0.242727,0.0681818,6,0.213613,0.448828,0.460244,0,0.0581818,0.0159091,3,0,0.25,0.85,0,0.0127273,0,3,0,0,0,0,0.102727,0,2,0,0,0,0,0.153636,0.0181818,3,0.157268,0.585606,0.501833,2,0.0818182,0.0168182,8,0.0768805,0.271605,0.0975309,0,0.0409091,0,4,0,0,0,0,0.0536364,0.00272727,3,0,0.593266,0.902259,0,0.268182,0.0581818,6,0.145246,0.449449,0.527645,0,bomb
0.0839561,0.507183,4,0.0391331,0.619774,0.575853,12,1,0.0544662,0,6,0,0,0,0,0.143791,0.0377633,16,0.148351,0.63666,0.486656,0,0.126362,0.030138,1364,0,0.333333,0.131808,0,0.216412,0.0631808,4,0,0.433529,0.35698,0,0.180102,0.0377633,1253,0.160081,0.47905,0.674985,0,0.0885984,0.0145243,1319,0.0767803,0,0,0,0.0958606,0.00835149,1275,0.0862299,0.683693,0.749533,0,0.114016,0.0355846,4,0.124247,0.36829,0.456918,0,0.0522876,0.000726216,5,0.0573283,0.211934,0.0776144,0,0.0246914,0,8,0,0,0,0,0.0116195,0,5,0,0,0,0,0.0450254,0.0163399,3,0.0222421,0.796216,0.11141,0,0.11329,0.0417574,7,0,0.474571,0.481199,2,0.0312273,0.00580973,2,0,0.251029,0.945534,0,0.124909,0.0243282,1277,0.123628,0.524467,0.567608,1,0.0893246,0.0177923,18,0,0.46692,0.232026,0,bomb
0.0801144,0.394604,12,0.0883559,0.57681,0.570649,15,1,0,0,0,0,0,0,0,0.0981432,0.00994695,3,0.0958677,0.831281,0.509615,0,0.0411141,0.00530504,6,0,0,0,0,0.145889,0.051061,2,0,0.438212,0.243373,0,0.192971,0.143568,1391,0.148673,0.441125,0.71511,0,0.0809019,0.0354775,5,0.0525286,0.413793,0.475962,0,0.0948276,0.0198939,1398,0.0884871,0.524909,0.721949,1,0.107427,0.0255305,6,0.0995754,0.421289,0.313211,0,0.0789125,0.0125995,10,0.0727524,0.23428,0.156719,0,0.0119363,0,5,0,0,0,0,0.0338196,0,5,0,0,0,0,0.155836,0.272546,4,0,0.713793,0.472756,0,0.181034,0.160477,1484,0.0793322,0.570115,0.781709,1,0.00397878,0,2,0,0,0,0,0.153183,0.0371353,1354,0.147675,0.572342,0.330977,0,0.030504,0.00132626,4,0,0.117497,0.0532407,0,bomb
0.0827248,0.230169,7,0.060749,0.438177,0.634544,17,1,0,0,0,0,0,0,0,0.0192308,0.00274725,8,0.00983084,0.857143,0.903846,0,0.147665,0.0391484,4,0,0.514021,0.0512108,1,0.12706,0.00892857,13,0,0.434659,0.41369,1,0.118819,0.00789835,20,0.14413,0.193927,0.531029,0,0.0556319,0.00480769,3,0.0397459,0.458333,0.439103,0,0.0968407,0.0188874,1355,0.0871434,0.550802,0.740285,0,0.10783,0.0408654,1301,0.0570425,0.40928,0.368166,0,0.210852,0.0123626,8,0.0818196,0.470121,0.647934,2,0.00961538,0,6,0,0,0,0,0.010989,0,4,0,0,0,0,0.181319,0.0257555,7,0.196254,0.736189,0.684707,0,0.0906593,0.0535714,8,0.0429443,0.358333,0.257372,0,0.00412088,0,10,0,0,0,0,0.120192,0.0315934,8,0.114536,0.474767,0.58403,1,0.0741758,0.0254121,3,0.00331623,0.332426,0.184158,0,bomb
0.0662177,0.437598,78,0.09437,0.555924,0.478419,12,1,0,0,0,0,0,0,0,0.0148148,0,3,0,0,0,0,0.075,0,8,0,0,0,0,0.134259,0.0384259,56,0,0,0,0,0.139815,0.0203704,2,0.153307,0.568562,0.539126,0,0.0740741,0.00787037,9,0.0411901,0.164815,0.840247,0,0.0842593,0.0189815,3,0.0972063,0.65094,0.754031,0,0.103704,0.0199074,9,0,0.359322,0.367098,0,0.150926,0.0152778,22,0.179174,0.621648,0.29636,0,0.0972222,0,8,0,0,0,0,0.0148148,0,4,0,0,0,0,0.0555556,0,6,0,0,0,0,0.193519,0.0393519,67,0,0.498189,0.624092,0,0.0574074,0,5,0,0.317633,0.819968,0,0.146296,0.00740741,36,0,0.300876,0.120111,0,0.0398148,0,3,0,0,0,0,bomb
0.0822161,0.0250342,24,0.108591,0.467148,0.408174,9,1,0.0736961,0,1,0,0,0,0,0.129252,0.0260771,1,0.0768362,0.649554,0.688563,0,0.0555556,0.00340136,7,0,0,0,0,0.173469,0.0209751,28,0,0.474074,0.195767,0,0.184807,0.0385488,12,0.16703,0.473839,0.609359,0,0.0918367,0.00340136,838,0.0926604,0.119048,0.458333,0,0.0975057,0.0170068,12,0.107026,0.629128,0.736452,0,0.117914,0.00623583,4,0.0677659,0.272024,0.370536,0,0.0782313,0.0192744,10,0.0865268,0.360591,0.166761,0,0.0249433,0,4,0,0,0,0,0.145125,0,10,0,0,0,0,0.0804989,0.0085034,14,0,0.773243,0.160998,0,0.155329,0.0379819,22,0,0.431805,0.442607,0,0.0748299,0.0153061,8,0,0.361552,0.827161,0,0.136054,0.0294785,16,0.163983,0.482211,0.45871,0,0.0668934,0.00907029,9,0,0,0,0,bomb
0.0872254,0.330605,266,0.0969061,0.531139,0.572381,8,1,0.206854,0,6,0,0,0,0,0.187271,0.0195838,23,0.210556,0.462306,0.425261,0,0.129743,0.00856793,11,0,0.736842,0.131783,0,0.21175,0.0428397,19,0.247957,0.312865,0.261628,0,0.201958,0.109547,72,0.198814,0.286331,0.492089,0,0.0881273,0.000611995,762,0,0,0,0,0.0930233,0.00979192,5,0.102531,0.607655,0.765592,0,0.118727,0.0257038,6,0,0.214286,0.468854,0,0.0611995,0.00611995,756,0.0686814,0.353383,0.0813954,0,0.00734394,0,2,0,0,0,0,0.0550796,0,7,0,0,0,0,0.119951,0.0165239,16,0,0.655263,0.228488,0,0.100367,0.0936353,11,0,0.328947,0.76615,0,0.101591,0,17,0,0,0,0,0.0954712,0.0318237,718,0.110942,0.560338,0.748721,0,0.0869033,0.0477356,5,0,0.433688,0.35006,0,bomb
0.0754903,0.385223,4,0.111027,0.483091,0.499203,10,1,0,0,0,0,0,0,0,0.0866228,0.00164474,4,0.056609,0.789474,0.640625,0,0.111842,0.0701754,15,0,0,0,0,0.121711,0,4,0,0,0,0,0.210526,0.0625,782,0.225131,0.347912,0.569534,0,0.0767544,0.00274123,837,0.035808,0,0,0,0.0855263,0.0142544,6,0.0912882,0.617961,0.774476,0,0.128289,0.0361842,13,0.158288,0.434047,0.463578,0,0.109649,0.0663377,8,0.114328,0.447368,0.237029,0,0.0679825,0,4,0,0,0,0,0,0,0,0,0,0,0,0.115132,0.000548246,8,0,0.752632,0.579167,0,0.0734649,0.00932018,10,0,0,0,0,0.0164474,0.00657895,4,0,0,0,0,0.0899123,0.0158991,36,0.0536635,0.631579,0.757812,0,0.104167,0.0339912,3,0.1188,0.358624,0.420875,0,bomb
0.090301,0.0607183,46,0.112457,0.592218,0.484981,7,1,0,0,0,0,0,0,0,0.0993464,0.00718954,1,0,0.764706,0.622222,0,0.0954248,0.0333333,14,0,0.313726,0.0938272,0,0.183007,0.146405,4,0,0.388982,0.285644,0,0.227451,0.0300654,5,0.208099,0.51145,0.721043,0,0.0836601,0.0333333,10,0.0385429,0,0,0,0.0980392,0.0196078,4,0.100538,0.627605,0.777662,0,0.138562,0.0202614,2,0.0922849,0.323529,0.453889,0,0.0954248,0.0326797,2,0.0959266,0.411356,0.483333,0,0.0901961,0.0542484,8,0.101024,0.494075,0.191071,0,0,0,0,0,0,0,0,0.027451,0,2,0,0,0,0,0.186928,0.0215686,27,0,0.294118,0.344444,2,0,0,0,0,0,0,0,0.154248,0.024183,698,0.165635,0.571267,0.491773,0,0.0745098,0.0117647,4,0,0.381493,0.194334,0,bomb
0.0861218,0.111486,8164,0.0829847,0.529929,0.591141,4,1,0.0324324,0,3,0,0,0,0,0.207207,0.0216216,8,0,0.468519,0.196697,0,0.205405,0.0621622,22,0,0.313374,0.288956,0,0.0918919,0.0162162,544,0.0344903,0.441111,0.859234,0,0.227027,0.0315315,11,0.242688,0.325465,0.418725,0,0.104505,0.00630631,6,0.0947899,0,0,0,0.102703,0.0117117,3,0.0489047,0.611111,0.752252,0,0.153153,0.0558559,487,0.185609,0.429515,0.486403,0,0.255856,0,12,0,0,0,0,0,0,0,0,0,0,0,0.318919,0,2,0,0,0,0,0.203604,0.00720721,10,0,0.493827,0.507007,0,0.0162162,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0756757,0.0126126,7,0,0.627083,0.858108,0,0.118919,0.0018018,520,0.0511437,0.305556,0.641994,0,bomb
0.107629,0.0670846,4,0.141264,0.250838,0.533883,7,1,0.218182,0.0704545,8,0,0.538961,0.326786,0,0.0431818,0,4,0,0.151515,0.0854167,0,0.0772727,0.0340909,4,0,0.161616,0.619444,0,0.025,0,4,0,0,0,0,0.270455,0.00909091,16,0.299683,0.277417,0.506499,0,0.106818,0.0227273,428,0.0861352,0,0,0,0.172727,0.0306818,4,0.101813,0.520294,0.510354,0,0.211364,0.0431818,4,0.243466,0.380264,0.365641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977273,0,3,0,0.787879,0.941667,0,0.197727,0.00795455,24,0,0.409091,0.784375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254545,0.0715909,2,0.138274,0.447547,0.508998,0,0.179545,0.0284091,5,0,0.354637,0.807349,0,bomb
0.0930159,0.304762,51,0.129449,0.37326,0.512902,7,1,0.0774775,0,8,0,0,0,0,0.0558559,0,8,0.0484649,0.73266,0.891619,0,0.18018,0.0513514,4,0,0,0,0,0.106306,0.0171171,16,0,0.324074,0.897898,0,0.225225,0.0432432,2,0.227659,0.474074,0.644144,0,0.0882883,0.0018018,529,0,0,0,0,0.0846847,0.0117117,9,0,0.766667,0.797297,0,0.162162,0.0477477,9,0,0.460629,0.427133,0,0.142342,0.0198198,10,0.175393,0.137473,0.438085,0,0.145946,0,5,0,0,0,0,0.145946,0,2,0,0.833333,0.324324,0,0.0954955,0.0135135,21,0.0858125,0.25873,0.135055,0,0.190991,0,6,0,0,0,0,0,0,0,0,0,0,0,0.0684685,0.0333333,3,0,0.266667,0.871622,0,0.214414,0.054955,6,0,0.357778,0.217342,0,bomb
0.124147,0.361172,11,0.120165,0.446533,0.555863,4,1,0.0161943,0,3,0,0,0,0,0.216599,0.0617409,3,0.199588,0.529015,0.441482,0,0.295547,0.0921053,6,0,0.50043,0.252654,0,0.165992,0.0465587,5,0,0.279915,0.52924,0,0.192308,0.00809717,7,0.200902,0.623626,0.445489,0,0.109312,0.0242915,4,0.113409,0.346263,0.735905,0,0.0931174,0.0161943,462,0.040977,0,0,0,0.216599,0.0263158,5,0.277784,0.134615,0.350877,0,0.119433,0.0172065,1,0.107024,0.438746,0.180068,0,0.00809717,0,2,0,0,0,0,0.00404858,0,2,0,0,0,0,0.263158,0.0303644,4,0,0.6,0.623684,0,0.0263158,0.00404858,4,0,0.136752,0.926901,0,0,0,0,0,0,0,0,0.188259,0.0293522,28,0,0.586752,0.475731,0,0.133603,0.0526316,8,0,0.355922,0.0843776,0,bomb
0.0830798,0.191439,12242,0.101114,0.479454,0.597036,12,1,0,0,0,0,0,0,0,0.0598086,0,2,0,0,0,0,0.135167,0.0370813,17,0,0.271002,0.757435,0,0.107656,0,2,0,0,0,0,0.222488,0.0239234,709,0.273954,0.364492,0.455272,0,0.0873206,0.0340909,790,0.0380723,0,0,0,0.123206,0.00897129,69,0.0467005,0.584264,0.750849,0,0.102871,0.0101675,6,0,0.119771,0.394814,0,0.0550239,0,7,0,0.0701754,0.939394,0,0.162679,0.0125598,2,0.204211,0.423339,0.791942,0,0.069378,0,3,0,0,0,0,0.187799,0.00538278,2,0.197673,0.805263,0.2,0,0.034689,0.00119617,14,0.0062711,0.0467836,0.020202,0,0.00119617,0,4,0,0,0,0,0.027512,0.00598086,8,0,0.775828,0.903199,0,0.239234,0.0759569,735,0,0.368581,0.4927,0,bomb
0.0940342,0.289754,18,0.105464,0.555151,0.664789,9,1,0,0,0,0,0,0,0,0.139024,0,14,0,0,0,0,0.235366,0.0426829,7,0.0460097,0.4825,0.447358,0,0.159756,0.0359756,1,0,0.219048,0.652729,0,0.170732,0.0317073,28,0.168473,0.539655,0.490107,0,0.097561,0.0054878,8,0.0990387,0.126667,0.771138,0,0.0841463,0.0158537,4,0.0925879,0.4,0.384146,0,0.141463,0.0304878,84,0.196997,0.53139,0.427638,0,0.0987805,0.0347561,2,0.111496,0.786574,0.782295,0,0.0134146,0,2,0,0,0,0,0.12439,0,3,0,0,0,0,0.142683,0.0152439,15,0.106077,0.400628,0.581964,0,0.0865854,0.0146341,765,0.0951136,0,0,0,0.0670732,0.0103659,18,0.0626204,0.229861,0.117378,0,0.121951,0.020122,729,0.120955,0.506261,0.688046,0,0.203659,0.0640244,2,0,0.373718,0.28769,0,bomb
0.115872,0.383683,9,0.0621255,0.484979,0.633382,9,1,0,0,0,0,0,0,0,0.0583333,0.00583333,3,0.0295465,0.697531,0.909491,0,0.311667,0.0925,2,0.165543,0.565333,0.591,0,0.185,0.06,2,0.207565,0.512698,0.510119,0,0.255,0.0583333,45,0.260242,0.33618,0.487364,0,0.103333,0,571,0,0,0,0,0.11,0.0291667,3,0.105471,0.564358,0.736553,0,0.173333,0.0383333,12,0.101401,0.414286,0.446131,0,0.11,0.0683333,563,0.0973456,0.462222,0.741667,0,0.143333,0.0375,2,0.180494,0.361222,0.436871,0,0.00833333,0,2,0,0,0,0,0.273333,0.12,6,0,0.350999,0.470749,0,0.246667,0,4,0,0,0,0,0.015,0,6,0,0,0,0,0.121667,0.00166667,542,0,0.636752,0.666907,0,0.0866667,0.0458333,6,0,0.633333,0.425,0,bomb
0.119402,0.330154,27,0.110817,0.508921,0.614736,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270898,0.0495356,2,0,0.561894,0.475274,0,0.181115,0.0139319,6,0,0.270826,0.811457,0,0.221362,0.0503096,519,0.210811,0.5788,0.688926,0,0.0959752,0.00154799,18,0.0430781,0,0,0,0.108359,0.00773994,597,0.107185,0.535294,0.760526,0,0.184211,0.0371517,9,0.0961497,0.337418,0.496345,0,0.125387,0.0116099,3,0,0,0,0,0.0773994,0,40,0,0,0,0,0.0216718,0.000773994,4,0,0,0,0,0.187307,0.0541796,624,0.0456429,0.143494,0.426236,0,0.145511,0.0301858,10,0.151521,0.426257,0.356471,0,0.151703,0,8,0,0,0,0,0.187307,0.0309598,567,0,0.573718,0.52392,0,0.208978,0.00464396,5,0.0124939,0.601681,0.204511,0,bomb
0.100797,0.0611033,19,0.093024,0.529945,0.605192,8,1,0,0,0,0,0,0,0,0.118421,0,6,0,0,0,0,0.202632,0.0769737,8,0,0.600877,0.164792,0,0.215789,0.0710526,29,0,0.490866,0.695013,0,0.215789,0.0190789,7,0.266228,0.37424,0.482188,0,0.101316,0.0309211,692,0.0451496,0.315789,0.43125,0,0.113158,0.0105263,19,0.111726,0.541151,0.706126,0,0.146053,0.0388158,2,0.145314,0.422864,0.342792,0,0.1,0.0210526,739,0.0543214,0.365375,0.854022,0,0.182895,0.210526,8,0.190954,0.645827,0.64612,0,0,0,0,0,0,0,0,0.0973684,0.00657895,4,0,0,0,0,0.101316,0.0151316,4,0,0.140351,0.611111,0,0.0881579,0,2,0,0,0,0,0.0381579,0,2,0,0.818713,0.805556,0,0.146053,0.0513158,10,0.115222,0.278056,0.625132,0,bomb
