%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

% Global features from the images :
@ATTRIBUTE  Black_Pixel_Global NUMERIC
@ATTRIBUTE  Airs_Global NUMERIC
@ATTRIBUTE  Harris_Corners_Global NUMERIC
@ATTRIBUTE  Length_Area_Global NUMERIC
@ATTRIBUTE  Mass_Center_X_Global NUMERIC
@ATTRIBUTE  Mass_Center_Y_Global NUMERIC
@ATTRIBUTE  Hough_Lines_Global NUMERIC
@ATTRIBUTE  Rows_Or_Cols_Global NUMERIC
% Features from the images splited in 9 : 
@ATTRIBUTE  Black_Pixel_0 NUMERIC
@ATTRIBUTE  Airs_0 NUMERIC
@ATTRIBUTE  Harris_Corners_0 NUMERIC
@ATTRIBUTE  Length_Area_0 NUMERIC
@ATTRIBUTE  Mass_Center_X_0 NUMERIC
@ATTRIBUTE  Mass_Center_Y_0 NUMERIC
@ATTRIBUTE  Hough_Lines_0 NUMERIC
@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Harris_Corners_1 NUMERIC
@ATTRIBUTE  Length_Area_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Hough_Lines_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Harris_Corners_2 NUMERIC
@ATTRIBUTE  Length_Area_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Hough_Lines_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Harris_Corners_3 NUMERIC
@ATTRIBUTE  Length_Area_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Hough_Lines_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Harris_Corners_4 NUMERIC
@ATTRIBUTE  Length_Area_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Hough_Lines_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Harris_Corners_5 NUMERIC
@ATTRIBUTE  Length_Area_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Hough_Lines_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Harris_Corners_6 NUMERIC
@ATTRIBUTE  Length_Area_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Hough_Lines_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Harris_Corners_7 NUMERIC
@ATTRIBUTE  Length_Area_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Hough_Lines_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE  Harris_Corners_8 NUMERIC
@ATTRIBUTE  Length_Area_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE  Hough_Lines_8 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person, police, road-block}

@DATA
0.143983,0.156998,7,0.185287,0.359659,0.34238,4,0,0.106996,0.026749,5,0,0.768519,0.592593,0,0.165981,0.0301783,4,0.0423861,0.12963,0.135802,0,0.138546,0.0336077,8,0,0.484278,0.675266,0,0.142661,0.00891632,702,0.155441,0.315329,0.489712,0,0.119342,0.0624143,15,0.117556,0.164609,0.216049,0,0.130316,0.00823045,704,0,0.290123,0.135802,0,0.208505,0.0294925,615,0.199434,0.274799,0.530562,0,0.237311,0.127572,15,0.124983,0.355967,0.355453,0,0.17284,0.0294925,28,0.166139,0.6298,0.327702,0,accident
0.126543,0.126809,2,0.145319,0.538769,0.470187,8,0,0.0814176,0.0181992,4,0.0937851,0.483333,0.586207,0,0.181034,0.1159,12,0,0.410802,0.490038,0,0.0507663,0.0292146,9,0,0,0,0,0.103448,0.0162835,9,0.0551987,0.225694,0.482759,0,0.0938697,0.0181992,3,0.108665,0.138889,0.396552,0,0.12069,0.0268199,4,0,0.661725,0.316053,0,0.176245,0.0215517,111,0.179955,0.154101,0.467532,0,0.231801,0.117337,39,0.210315,0.604001,0.48399,0,0.122605,0.0651341,53,0.130292,0.437879,0.289394,0,accident
0.141473,0.135757,10,0.125366,0.496825,0.360012,6,1,0.120235,0.0439883,5,0.167633,0.543939,0.396774,0,0.171554,0.0461877,2,0,0.532793,0.393573,0,0.0835777,0.00733138,11,0,0,0,0,0.180352,0.00733138,633,0.179483,0,0,0,0.117302,0.0249267,4,0,0,0,0,0.164223,0.0124633,577,0,0,0,0,0.196481,0.0109971,7,0.188399,0.290634,0.453568,0,0.180352,0.0469208,4,0.200694,0.347125,0.607113,0,0.178886,0.0381232,10,0.186964,0.441041,0.514598,0,accident
0.133603,0.0780702,27,0.128998,0.414996,0.430912,9,1,0.0551378,0.00313283,1,0,0.392857,0.407895,0,0.199248,0.130952,11,0.145609,0.476916,0.456654,0,0.0626566,0.0056391,12,0,0.170635,0.437719,0,0.200501,0.12782,82,0.19533,0.44983,0.351504,1,0.114035,0.0175439,4,0,0.0952381,0.269737,0,0.184211,0.0307018,19,0,0,0,0,0.218045,0.230576,644,0.245571,0.558881,0.472673,0,0.179198,0.0350877,6,0.214153,0.392188,0.385445,0,0.101504,0.0269424,8,0.110951,0.385348,0.214119,1,accident
0.144601,0.192616,10,0.157394,0.481359,0.368464,6,1,0.0237557,0,868,0.0165802,0.903846,0.852941,0,0.209276,0.0582579,7,0.103424,0.544234,0.452902,0,0.107466,0.0237557,40,0,0.211538,0.688235,0,0.161765,0.020362,3,0.165128,0.583042,0.533757,1,0.115385,0.0243213,860,0,0.230769,0.0784314,0,0.150452,0.0294118,22,0,0.185897,0.0294118,0,0.21267,0.0220588,2,0.212448,0.401584,0.717232,0,0.186652,0.256222,7,0.16442,0.17447,0.159704,0,0.178733,0.0345023,765,0.177414,0.591689,0.586551,0,accident
0.0690211,0.165581,15,0.0759382,0.323798,0.423116,31,0,0.0678999,0.0501366,4,0.0759881,0.649957,0.296862,2,0.0821947,0.0352113,8,0,0.497438,0.480334,5,0.0063065,0.000945974,7,0,0.056338,0.940298,0,0.064116,0.00168173,61,0.065039,0.313996,0.463298,2,0.0571789,0.00861888,4626,0.0263878,0.167449,0.191542,2,0.0849275,0.0140845,4,0.0344111,0.588406,0.391318,3,0.0973303,0.0265924,8,0.0913312,0.109758,0.412276,1,0.0975405,0.169329,4379,0.103379,0.20626,0.206965,2,0.0704225,0.028169,4548,0.0607038,0,0,2,accident
0.0722337,0.0299776,19,0.0841684,0.437262,0.63986,21,1,0.0861306,0.0331772,9,0.0665718,0.655793,0.30642,3,0.07312,0.000650533,76,0,0.479816,0.534144,2,0.0270622,0.010929,2,0,0.239142,0.867347,0,0.0510018,0.00338277,51,0.0487429,0.178571,0.173469,2,0.0647931,0.00689565,3520,0.0662052,0.0519126,0.015873,3,0.0720791,0.0111892,11,0,0.604458,0.22919,2,0.0710383,0.0714286,6,0.064146,0.465857,0.703828,1,0.112412,0.482175,22,0.160583,0.350305,0.340347,3,0.103305,0.181759,9,0.0967859,0.68241,0.547871,2,accident
0.0761206,0.142326,8,0.0847556,0.285917,0.386509,22,1,0.0614326,0.0428131,7,0.0645234,0.80914,0.382734,4,0.101281,0.0623814,4,0.0807115,0.285769,0.532209,5,0.00664137,0.00118596,6,0,0.0483871,0.933824,0,0.0749526,0.00415085,3867,0.0705751,0.280059,0.340601,2,0.0552657,0.00154175,4131,0.0319732,0,0,2,0.0820683,0.0160104,19,0.0780028,0.380866,0.422432,3,0.101518,0.0596537,21,0.129838,0.494001,0.372033,2,0.0894213,0.0145873,4045,0.0912001,0.157258,0.09375,3,0.115987,0.0468454,56,0.0990458,0.656929,0.263181,3,accident
0.0749349,0.116817,18,0.0795102,0.520269,0.522131,19,1,0.0409861,0.00138675,27,0.0398229,0.867273,0.748776,1,0.130663,0.138059,13,0.0819846,0.494726,0.434673,2,0.0628659,0.0178737,14,0,0.349445,0.710488,2,0.0856703,0.00338983,3033,0.0824937,0.497689,0.543503,2,0.0662558,0.00523883,3160,0.0365041,0,0,2,0.0807396,0.0405239,3022,0,0.731818,0.180387,1,0.109707,0.00354391,7,0.111512,0.139524,0.531101,0,0.059168,0.203698,7,0.0576528,0.13771,0.342122,2,0.048074,0.00385208,11,0.0435209,0.918457,0.908115,1,accident
0.0820037,0.445673,30,0.0882453,0.407295,0.496669,23,0,0.0793444,0.028486,3711,0.0715926,0.803256,0.373809,2,0.117846,0.0378512,4,0.0396224,0.348629,0.557397,3,0.0117066,0.000780437,10,0,0.0672043,0.948925,0,0.0754422,0.00702393,18,0.0732611,0.28741,0.483333,2,0.064256,0.0028616,3685,0.0671005,0.379032,0.129032,1,0.0876691,0.0208117,8,0,0.599973,0.356565,2,0.10666,0.221774,19,0.0997178,0.304141,0.43398,0,0.12565,0.0600937,3381,0.139763,0.0480031,0.158218,3,0.0829865,0.00949532,3645,0.0742448,0.916531,0.717932,2,accident
0.0836806,0.11125,1,0.0836715,0.432673,0.683312,22,1,0.0146875,0.0009375,3,0.0124908,0.93,0.917188,0,0.096875,0.0657812,12,0.0887686,0.588751,0.590183,3,0.109687,0.0135937,36,0.109807,0.312584,0.0715414,2,0.0925,0.00578125,16,0.0899037,0.661894,0.347893,2,0.051875,0.0479687,3099,0.0777941,0.333333,0.0494792,2,0.08125,0.003125,3060,0.0383303,0,0,4,0.096875,0.130469,12,0,0.252216,0.655703,2,0.0871875,0.0309375,2,0.0196377,0.554857,0.628136,2,0.121875,0.181562,1,0.162746,0.484167,0.740056,3,accident
0.091848,0.169266,26,0.0912645,0.397185,0.451833,20,1,0.0288822,0.00225056,5,0.0269847,0.884275,0.862135,0,0.0952738,0.0414479,14,0.0923931,0.414911,0.338712,2,0.122656,0.00525131,2453,0.111803,0.425423,0.154574,2,0.0982746,0.00656414,10,0.100505,0.601744,0.379032,2,0.0738935,0.00525131,23,0.0248739,0.320672,0.279391,2,0.0986497,0.00356339,2591,0.0922208,0,0,2,0.0930233,0.0425731,4,0.0739403,0.461951,0.591006,2,0.127907,0.131283,90,0.0632713,0.422924,0.410637,2,0.106152,0.0395724,2540,0.0967762,0.843023,0.891129,2,accident
0.0693633,0.115845,26,0.0628124,0.291921,0.364567,16,1,0.0136876,0.00120773,7,0.0116629,0.925926,0.916667,0,0.0850778,0.0496511,20,0.0840246,0.426447,0.398347,3,0.0861514,0.00389157,5,0.08261,0.225127,0.129866,3,0.0864198,0.0111379,10,0.0849858,0.620721,0.348814,3,0.0450886,0.0267042,4,0,0.06893,0.108427,1,0.0799785,0.000536769,3569,0.0740913,0,0,2,0.105475,0.335212,6,0.034042,0.0822555,0.59911,4,0.0496511,0.00697799,3663,0.0498418,0.287449,0.359501,0,0.0831991,0.00228127,3527,0.0387157,0.824074,0.771739,2,accident
0.084843,0.168225,6,0.0715538,0.401142,0.510035,16,1,0.0337906,0.00267648,5,0.0289148,0.882653,0.831967,0,0.104383,0.114754,15,0.0889953,0.31463,0.3909,1,0.092004,0.00468384,6,0.0856061,0.172021,0.273325,2,0.100368,0.0016728,2785,0.0947299,0.453523,0.523863,2,0.0602208,0.00552024,32,0,0.229025,0.0491803,2,0.0983607,0.0115423,2894,0.0406917,0,0,3,0.0715959,0.130311,22,0,0.234694,0.516393,1,0.0809635,0.0269321,6,0,0.270975,0.707195,0,0.133155,0.0383071,6,0.0945263,0.805271,0.837527,3,accident
0.0949282,0.271198,5,0.0809049,0.310098,0.247184,18,1,0.0609284,0.030303,3,0.0590479,0.816076,0.600168,2,0.092521,0.0876854,10,0.0736004,0.455498,0.310844,0,0.0909091,0.012089,4,0.0821776,0.187398,0.39627,2,0.0892972,0.000483559,3,0.0445696,0.25,0.159091,3,0.0770471,0.0206319,106,0,0.20922,0.0530303,2,0.0992908,0.00918762,2868,0.0432343,0,0,2,0.124113,0.255319,4,0.0666324,0.29696,0.358297,1,0.0999355,0.0117666,2971,0.0505935,0.146572,0.0782828,2,0.132173,0.200032,5,0.107042,0.11886,0.153386,3,accident
0.156263,0.0166527,9,0.186206,0.434008,0.578106,10,1,0.2,0,3,0,0,0,0,0.294,0.022,5,0.3164,0.398016,0.419683,0,0.086,0,3,0,0,0,0,0.136,0.028,7,0.0877401,0.694028,0.685889,0,0.23,0.034,32,0,0.24375,0.0733333,0,0.142,0.027,4,0,0.264773,0.684242,0,0.19,0.01,22,0.113397,0.262222,0.402222,0,0.208,0.022,2,0,0.482018,0.347368,0,0.258,0.026,9,0.3327,0.356591,0.332788,0,accident
0.154198,0.124053,11,0.17625,0.443107,0.5513,11,1,0.142045,0.0440341,3,0,0.759259,0.654586,0,0.21733,0.0830966,7,0,0.293087,0.38805,0,0.257102,0,5,0,0,0,0,0.276989,0.0482955,70,0.0909682,0.582702,0.43316,0,0.0284091,0,5,0,0,0,0,0.150568,0.0667614,1,0,0.308156,0.403462,0,0.31108,0.326705,12,0.393274,0.242474,0.262981,0,0.190341,0.0234375,598,0.223808,0.499311,0.40333,0,0.106534,0.0134943,53,0.119469,0.461601,0.212929,0,accident
0.119713,0.04681,2,0.0944854,0.421393,0.513602,8,1,0.00387097,0,1,0,0,0,0,0.163871,0.134194,1,0.155145,0.515249,0.481523,1,0.107097,0.00387097,6,0,0.186667,0.0645161,0,0.170323,0.0464516,34,0.0756103,0.579666,0.510502,1,0.0683871,0.0380645,2,0.0411606,0.252982,0.374458,0,0.139355,0.0206452,23,0,0.362222,0.410394,0,0.203871,0.0541935,569,0.216965,0.238409,0.464101,0,0.188387,0.290323,13,0.132199,0.67873,0.634921,0,0.125161,0.0206452,6,0.134697,0.370821,0.362581,0,accident
0.139482,0.166894,3,0.16365,0.514207,0.48825,4,1,0.0308555,0.000701262,4,0,0.869565,0.854839,0,0.185133,0.045582,8,0.126925,0.498658,0.424034,0,0.0967742,0.00701262,20,0,0.20098,0.714358,0,0.187938,0.0497896,10,0.194917,0.517977,0.434967,1,0.0897616,0.00701262,3,0.102584,0.396135,0.221027,0,0.16129,0.00420757,5,0,0.516304,0.16129,0,0.239832,0.0546985,4,0.201445,0.200684,0.737754,0,0.148668,0.0147265,610,0.120236,0.360662,0.352381,0,0.182328,0.0231417,590,0.20272,0.622226,0.507783,0,accident
0.139315,0.204742,10,0.150711,0.350869,0.566825,2,1,0.0618182,0.0509091,5,0,0.560606,0.79,0,0.121818,0.13,3,0,0,0,0,0.18,0.0409091,7,0,0,0,0,0.158182,0.0127273,4,0.173414,0.306818,0.301429,0,0.170909,0.0890909,5,0.168231,0.427273,0.448,0,0.0436364,0.0281818,2,0,0.851515,0.837333,0,0.203636,0.231818,17,0.0816354,0.26936,0.302963,0,0.196364,0.204545,10,0.154974,0.427609,0.522963,0,0.16,0.0409091,15,0.164355,0.445618,0.309012,0,accident
0.0591075,0.0524119,17,0.0640082,0.501006,0.459833,14,1,0.0666667,0.00826211,3,0,0.730956,0.429389,2,0.0615385,0.215812,3,0,0.509138,0.58233,0,0.0806268,0.0182336,3480,0.0411911,0.472771,0.53555,1,0.0763533,0.00498575,2,0,0.268519,0.338462,2,0.0666667,0.051567,37,0.0390551,0.305556,0.289744,2,0.0524217,0.0135328,25,0,0.898148,0.261538,1,0.0350427,0.145299,23,0.0426107,0.050953,0.606028,0,0.0564103,0.245157,4,0.0381228,0.464167,0.489806,2,0.0245014,0.0037037,8,0.0161129,0.47428,0.447863,0,accident
0.0694366,0.380236,1,0.0823439,0.384483,0.571437,20,1,0.0813675,0.00700855,2,0.0922959,0.856944,0.241346,2,0.0762393,0.150769,2,0.0769532,0.270032,0.35045,2,0.0382906,0.00581197,2870,0.0371803,0.237,0.837278,0,0.0895726,0.00461538,15,0.0471493,0.411111,0.192308,3,0.065641,0.00239316,1,0.0495768,0.210123,0.0811966,2,0.0806838,0.00991453,6,0,0.675767,0.192711,0,0.0410256,0.367692,5,0.0481701,0.0414055,0.624589,0,0.0464957,0.120855,3,0.0466495,0.75692,0.852159,0,0.103248,0.02,2,0.106965,0.484556,0.714448,2,accident
0.0574866,0.294073,10,0.0640118,0.475822,0.674591,15,1,0.0680108,0.0205645,3,0.058079,0.749815,0.15006,2,0.077957,0.0115591,4,0,0.549232,0.392298,2,0.0446237,0.0103495,4,0.0223724,0.273319,0.803086,2,0.072043,0.000537634,3570,0.0723271,0.265278,0.424731,2,0.0577957,0.0432796,2,0,0.322222,0.102151,2,0.0424731,0.0158602,10,0.0401479,0.773328,0.210543,2,0.0424731,0.00416667,10,0.0434519,0.0459926,0.471708,0,0.0510753,0.0587366,3666,0.0431557,0.434012,0.337903,1,0.0639785,0.00994624,6,0.0576942,0.783862,0.759463,1,accident
