%1. Title : 
%2. Sources : 
%
%
%
@RELATION Imagette

% Global features from the images :
@ATTRIBUTE  Black_Pixel_Global NUMERIC
@ATTRIBUTE  Airs_Center_X_GLOBAL NUMERIC
@ATTRIBUTE  Airs_Center_Y_GLOBAL NUMERIC
@ATTRIBUTE  Airs_Radius_GLOBAL NUMERIC
@ATTRIBUTE  Airs_Triangle_1_X_GLOBAL NUMERIC
@ATTRIBUTE  Airs_Triangle_1_Y_GLOBAL NUMERIC
@ATTRIBUTE  Airs_Triangle_2_X_GLOBAL NUMERIC
@ATTRIBUTE  Airs_Triangle_2_Y_GLOBAL NUMERIC
@ATTRIBUTE  Airs_Triangle_3_X_GLOBAL NUMERIC
@ATTRIBUTE  Airs_Triangle_3_Y_GLOBAL NUMERIC
@ATTRIBUTE  Airs_Contours_GLOBAL NUMERIC
@ATTRIBUTE  Airs_Length_Contours_GLOBAL NUMERIC
@ATTRIBUTE  Harris_Corners_X_GLOBAL NUMERIC
@ATTRIBUTE  Harris_Corners_Y_GLOBAL NUMERIC
@ATTRIBUTE  Mass_Center_X_Global NUMERIC
@ATTRIBUTE  Mass_Center_Y_Global NUMERIC
@ATTRIBUTE  Hough_Lines_Vertical_Global NUMERIC
@ATTRIBUTE  Hough_Lines_Horizontal_Global NUMERIC
@ATTRIBUTE  Hough_Lines_DiagonalPos_Global NUMERIC
@ATTRIBUTE  Hough_Lines_DiagonalNeg_Global NUMERIC
@ATTRIBUTE  Hough_Lines_Nb_Global NUMERIC
@ATTRIBUTE  Hough_Circles_X_Global NUMERIC
@ATTRIBUTE  Hough_Circles_Y_Global NUMERIC
@ATTRIBUTE  Hough_Circles_Radius_Global NUMERIC
@ATTRIBUTE  Hough_Circles_Nb_Global NUMERIC
@ATTRIBUTE  Rows_Or_Cols_Global NUMERIC
% Features from the images splited in 4 : 
@ATTRIBUTE  Black_Pixel_0 NUMERIC
@ATTRIBUTE  Airs_Center_X_0 NUMERIC
@ATTRIBUTE  Airs_Center_Y_0 NUMERIC
@ATTRIBUTE  Airs_Radius_0 NUMERIC
@ATTRIBUTE  Airs_Triangle_1_X_0 NUMERIC
@ATTRIBUTE  Airs_Triangle_1_Y_0 NUMERIC
@ATTRIBUTE  Airs_Triangle_2_X_0 NUMERIC
@ATTRIBUTE  Airs_Triangle_2_Y_0 NUMERIC
@ATTRIBUTE  Airs_Triangle_3_X_0 NUMERIC
@ATTRIBUTE  Airs_Triangle_3_Y_0 NUMERIC
@ATTRIBUTE  Airs_Contours_0 NUMERIC
@ATTRIBUTE  Airs_Length_Contours_0 NUMERIC
@ATTRIBUTE  Harris_Corners_X_0 NUMERIC
@ATTRIBUTE  Harris_Corners_Y_0 NUMERIC
@ATTRIBUTE  Mass_Center_X_0 NUMERIC
@ATTRIBUTE  Mass_Center_Y_0 NUMERIC
@ATTRIBUTE  Hough_Lines_Vertical_0 NUMERIC
@ATTRIBUTE  Hough_Lines_Horizontal_0 NUMERIC
@ATTRIBUTE  Hough_Lines_DiagonalPos_0 NUMERIC
@ATTRIBUTE  Hough_Lines_DiagonalNeg_0 NUMERIC
@ATTRIBUTE  Hough_Lines_Nb_0 NUMERIC
@ATTRIBUTE  Hough_Circles_X_0 NUMERIC
@ATTRIBUTE  Hough_Circles_Y_0 NUMERIC
@ATTRIBUTE  Hough_Circles_Radius_0 NUMERIC
@ATTRIBUTE  Hough_Circles_Nb_0 NUMERIC
@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Airs_Center_X_1 NUMERIC
@ATTRIBUTE  Airs_Center_Y_1 NUMERIC
@ATTRIBUTE  Airs_Radius_1 NUMERIC
@ATTRIBUTE  Airs_Triangle_1_X_1 NUMERIC
@ATTRIBUTE  Airs_Triangle_1_Y_1 NUMERIC
@ATTRIBUTE  Airs_Triangle_2_X_1 NUMERIC
@ATTRIBUTE  Airs_Triangle_2_Y_1 NUMERIC
@ATTRIBUTE  Airs_Triangle_3_X_1 NUMERIC
@ATTRIBUTE  Airs_Triangle_3_Y_1 NUMERIC
@ATTRIBUTE  Airs_Contours_1 NUMERIC
@ATTRIBUTE  Airs_Length_Contours_1 NUMERIC
@ATTRIBUTE  Harris_Corners_X_1 NUMERIC
@ATTRIBUTE  Harris_Corners_Y_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Hough_Lines_Vertical_1 NUMERIC
@ATTRIBUTE  Hough_Lines_Horizontal_1 NUMERIC
@ATTRIBUTE  Hough_Lines_DiagonalPos_1 NUMERIC
@ATTRIBUTE  Hough_Lines_DiagonalNeg_1 NUMERIC
@ATTRIBUTE  Hough_Lines_Nb_1 NUMERIC
@ATTRIBUTE  Hough_Circles_X_1 NUMERIC
@ATTRIBUTE  Hough_Circles_Y_1 NUMERIC
@ATTRIBUTE  Hough_Circles_Radius_1 NUMERIC
@ATTRIBUTE  Hough_Circles_Nb_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Airs_Center_X_2 NUMERIC
@ATTRIBUTE  Airs_Center_Y_2 NUMERIC
@ATTRIBUTE  Airs_Radius_2 NUMERIC
@ATTRIBUTE  Airs_Triangle_1_X_2 NUMERIC
@ATTRIBUTE  Airs_Triangle_1_Y_2 NUMERIC
@ATTRIBUTE  Airs_Triangle_2_X_2 NUMERIC
@ATTRIBUTE  Airs_Triangle_2_Y_2 NUMERIC
@ATTRIBUTE  Airs_Triangle_3_X_2 NUMERIC
@ATTRIBUTE  Airs_Triangle_3_Y_2 NUMERIC
@ATTRIBUTE  Airs_Contours_2 NUMERIC
@ATTRIBUTE  Airs_Length_Contours_2 NUMERIC
@ATTRIBUTE  Harris_Corners_X_2 NUMERIC
@ATTRIBUTE  Harris_Corners_Y_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Hough_Lines_Vertical_2 NUMERIC
@ATTRIBUTE  Hough_Lines_Horizontal_2 NUMERIC
@ATTRIBUTE  Hough_Lines_DiagonalPos_2 NUMERIC
@ATTRIBUTE  Hough_Lines_DiagonalNeg_2 NUMERIC
@ATTRIBUTE  Hough_Lines_Nb_2 NUMERIC
@ATTRIBUTE  Hough_Circles_X_2 NUMERIC
@ATTRIBUTE  Hough_Circles_Y_2 NUMERIC
@ATTRIBUTE  Hough_Circles_Radius_2 NUMERIC
@ATTRIBUTE  Hough_Circles_Nb_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Airs_Center_X_3 NUMERIC
@ATTRIBUTE  Airs_Center_Y_3 NUMERIC
@ATTRIBUTE  Airs_Radius_3 NUMERIC
@ATTRIBUTE  Airs_Triangle_1_X_3 NUMERIC
@ATTRIBUTE  Airs_Triangle_1_Y_3 NUMERIC
@ATTRIBUTE  Airs_Triangle_2_X_3 NUMERIC
@ATTRIBUTE  Airs_Triangle_2_Y_3 NUMERIC
@ATTRIBUTE  Airs_Triangle_3_X_3 NUMERIC
@ATTRIBUTE  Airs_Triangle_3_Y_3 NUMERIC
@ATTRIBUTE  Airs_Contours_3 NUMERIC
@ATTRIBUTE  Airs_Length_Contours_3 NUMERIC
@ATTRIBUTE  Harris_Corners_X_3 NUMERIC
@ATTRIBUTE  Harris_Corners_Y_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Hough_Lines_Vertical_3 NUMERIC
@ATTRIBUTE  Hough_Lines_Horizontal_3 NUMERIC
@ATTRIBUTE  Hough_Lines_DiagonalPos_3 NUMERIC
@ATTRIBUTE  Hough_Lines_DiagonalNeg_3 NUMERIC
@ATTRIBUTE  Hough_Lines_Nb_3 NUMERIC
@ATTRIBUTE  Hough_Circles_X_3 NUMERIC
@ATTRIBUTE  Hough_Circles_Y_3 NUMERIC
@ATTRIBUTE  Hough_Circles_Radius_3 NUMERIC
@ATTRIBUTE  Hough_Circles_Nb_3 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person, police, road-block}

@DATA
13.4016,49.6168,32.8429,80.2368,116.79,-49.3756,73.9178,-49.3756,73.9178,-49.3756,2066.32,243,56.1344,56.1344,0.460297,0.613488,7.84314,70.5882,17.6471,3.92157,51,41.1005,50.988,22.8377,49,0,5.86699,49.3671,84.4041,48.314,127.574,-28.2483,161.486,-28.2483,161.486,-28.2483,434.985,777.5,41.7722,41.7722,0.686941,0.592811,0,16.6667,83.3333,0,6,51.1955,44.4444,37.7425,9,9.16215,41.7722,78.1053,45.1793,80.7948,159.866,102.272,159.866,102.272,159.866,531.642,73.5,50,50,0.305824,0.253131,8.33333,41.6667,8.33333,41.6667,12,47.5949,67.3016,31.4286,5,18.8065,49.3671,68.0272,46.8508,114.093,34.7553,144.422,34.7553,144.422,34.7553,577.631,2401.5,97.0464,97.0464,0.392402,0.21542,17.1429,48.5714,14.2857,20,35,50.6329,69.8413,31.746,2,20.0522,41.1392,70.5467,42.7326,1.26582,20.489,1.60231,20.489,1.60231,20.489,1316.02,762.5,46.4135,46.4135,0.257672,0.529367,27.2727,45.4545,15.1515,12.1212,33,40.5063,57.1429,18.254,4,car
13.0772,50.7595,35.3625,110.34,-27.0109,73.9952,-12.741,73.9952,-12.741,73.9952,3857.88,2436.5,34.256,34.256,0.537074,0.54971,0,85,15,0,40,45.0275,48.374,22.815,48,0,10.2536,51.8868,91.3733,56.6594,2.37371,158.56,2.23935,158.56,2.23935,158.56,669.521,268,66.9811,66.9811,0.421979,0.396144,0,57.1429,42.8571,0,14,38.4906,51.1475,32.623,10,10.0371,49.5283,64.4988,54.9701,-4.91124,13.4142,-4.63324,13.4142,-4.63324,13.4142,795.119,224,57.4124,57.4124,0.712415,0.673134,6.25,93.75,0,0,16,49.0566,59.0164,41.3934,4,16.7955,49.5283,37.6243,53.2048,-10.1597,2.68745,-9.58458,2.68745,-9.58458,2.68745,1009.95,2446.5,52.8302,52.8302,0.375012,0.184464,3.22581,64.5161,22.5806,9.67742,31,69.1824,41.5301,31.694,3,15.7748,49.5283,51.0615,53.2944,135,2.68745,127.358,2.68745,127.358,2.68745,998.088,2148.5,99.0566,99.0566,0.55386,0.339256,15,50,30,5,20,51.5723,52.459,31.694,6,car
11.2865,50.8204,34.4693,110.062,162.218,5.0693,76.5177,5.0693,76.5177,5.0693,1673.91,4859.5,44.7908,44.7908,0.479308,0.573823,2.94118,67.6471,17.6471,11.7647,34,43.0882,47.2679,27.7156,49,0,9.63177,49.5283,87.1488,59.1914,90.9889,-114.464,85.8386,-114.464,85.8386,-114.464,748.417,133,52.8302,52.8302,0.450963,0.7002,0,56.25,43.75,0,16,30.1887,38.7097,31.7204,6,7.30371,49.5283,45.5255,53.9399,-17.1874,23.9364,-16.2145,23.9364,-16.2145,23.9364,470.172,54.5,86.0849,86.0849,0.840656,0.240515,0,77.7778,0,22.2222,9,56.6038,70.9677,56.4516,3,12.9641,49.5283,28.616,54.0357,-13.1665,2.60146,-12.4213,2.60146,-12.4213,2.60146,645.713,1393,9.43396,9.43396,0.465648,0.192855,4,64,16,16,25,59.1195,58.0645,37.6344,3,15.6117,49.5283,44.2248,53.055,24.7321,167.606,23.3322,167.606,23.3322,167.606,769.039,1453.5,66.0377,66.0377,0.447278,0.354276,17.8571,35.7143,35.7143,10.7143,28,50.566,45.1613,23.2258,5,car
12.0513,49.2958,47.8018,107.329,54.6935,-33.1057,25.6777,-33.1057,25.6777,-33.1057,2069.14,5391.5,49.8371,49.8371,0.513706,0.570802,2.5641,58.9744,25.641,12.8205,39,52.0317,50.2781,21.802,58,0,8.70359,53.7736,89.7503,55.0761,2.20126,156.087,2.07666,156.087,2.07666,156.087,712.418,140.5,16.5094,16.5094,0.477486,0.643793,0,46.6667,53.3333,0,15,47.5472,47.7419,39.1935,10,8.65794,47.6415,89.7503,57.3526,-15.8019,156.087,-14.9074,156.087,-14.9074,156.087,667.488,275.5,38.2075,38.2075,0.587926,0.630509,7.14286,21.4286,7.14286,64.2857,14,49.8952,50.8961,46.2366,9,13.451,49.5283,37.7211,53.9399,-10.5353,-14.7561,-9.93893,-14.7561,-9.93893,-14.7561,966.619,1208,24.1509,24.1509,0.400042,0.262631,11.5385,73.0769,11.5385,3.84615,26,64.1509,50.3226,33.5484,5,17.8332,48.5849,62.435,57.1557,0.943396,2.60146,0.889996,2.60146,0.889996,2.60146,1104.8,3401.5,59.9057,59.9057,0.355425,0.308105,11.4286,74.2857,14.2857,0,35,47.1698,43.5484,29.2339,8,car
11.2747,50.7697,29.0606,113.549,-37.5875,63.258,-17.4016,63.258,-17.4016,63.258,3040.84,3291,74.8507,74.8507,0.393538,0.516896,4.54545,72.7273,20.4545,2.27273,44,53.489,49.1446,25.0409,69,0,6.21493,54.6296,75.7576,57.9918,108.401,2.29568,100.371,2.29568,100.371,2.29568,641.811,408.5,37.2685,37.2685,0.482345,0.493259,0,36.3636,63.6364,0,11,53.0864,58.5859,37.3737,12,8.83838,49.537,64.2792,59.4574,108.047,9.18274,100.044,9.18274,100.044,9.18274,797.198,2762,55.5556,55.5556,0.469035,0.11257,20,80,0,0,10,51.8519,51.5152,36.3636,4,15.7407,49.537,42.4702,56.0996,75.6944,159.263,70.0874,159.263,70.0874,159.263,1390.82,1301,62.963,62.963,0.579393,0.374721,0,65.5172,17.2414,17.2414,29,49.3827,60.6061,20.4545,6,14.9972,49.537,47.0615,54.195,-17.5682,2.29568,-16.2669,2.29568,-16.2669,2.29568,822.081,2281,63.8889,63.8889,0.633186,0.432295,18.75,59.375,12.5,9.375,32,50.2646,56.2771,28.355,7,car
11.5082,49.3514,33.8537,106.045,9.06692,92.5246,4.38016,92.5246,4.38016,92.5246,2200.93,4935,46.4287,46.4287,0.382224,0.544639,5.55556,57.4074,27.7778,9.25926,54,46.9008,51.5208,23.485,59,0,6.50352,49.0291,70.3697,57.9415,-20.8307,120.699,-20.224,120.699,-20.224,120.699,562.352,155.5,52.1036,52.1036,0.433679,0.726747,0,60,40,0,15,43.4245,47.3225,36.4882,11,7.88669,49.5146,71.3079,59.0254,0.970874,-95.39,0.942596,-95.39,0.942596,-95.39,675.072,1271.5,55.8252,55.8252,0.754294,0.369482,0,66.6667,0,33.3333,18,50.4854,68.7976,48.554,9,20.1623,56.8281,70.5347,53.2074,98.0583,158.993,95.2022,158.993,95.2022,158.993,1118.52,4492,72.3301,72.3301,0.531912,0.308459,2,78,14,6,50,57.1429,54.0117,24.2661,7,11.5973,49.5146,65.6784,60.5952,0.970874,130.291,0.942596,130.291,0.942596,130.291,1017.72,158.5,90.7767,90.7767,0.274906,0.330089,5.88235,47.0588,41.1765,5.88235,17,59.362,58.7084,47.7495,7,car
13.9415,49.3103,75.3084,73.2043,20.3808,-18.0246,14.0557,-18.0246,14.0557,-18.0246,731.382,5676,20.3607,20.3607,0.489116,0.724667,0,81.8182,13.6364,4.54545,22,49.8951,53.1646,29.3891,23,0,11.4316,55.5556,161.078,33.475,32.4837,-12.8054,45.1163,-12.8054,45.1163,-12.8054,418.265,4.5,36.8056,36.8056,0.291095,0.539379,0,40,40,20,5,55.5556,51.2821,44.8718,2,10.6838,49.3056,164.366,37.6232,97.2222,258.502,135.031,258.502,135.031,258.502,322.089,28,90.2778,90.2778,0.853577,0.820824,0,0,0,100,2,61.1111,30.7692,43.5897,1,18.5897,50,92.0447,37.4926,-49.935,-23.9996,-69.3542,-23.9996,-69.3542,-23.9996,756.248,164,98.6111,98.6111,0.666071,0.45886,0,86.6667,0,13.3333,15,72.2222,51.2821,35.8974,1,16.7735,48.6111,82.1828,36.969,63.394,259.003,88.0472,259.003,88.0472,259.003,562.46,136,2.08333,2.08333,0.419421,0.538499,7.69231,46.1538,30.7692,15.3846,13,33.3333,41.0256,34.6154,2,car
12.6785,49.697,84.5554,83.4872,40.0835,-73.6963,24.2931,-73.6963,24.2931,-73.6963,1947.72,750,28.7134,28.7134,0.521996,0.714199,7.69231,76.9231,3.84615,11.5385,26,55.0393,55.1724,27.0754,27,0,10.2099,60.3659,135.208,35.4752,104.852,54.4237,127.869,54.4237,127.869,54.4237,286.48,163.5,45.7317,45.7317,0.358694,0.605554,37.5,37.5,25,0,8,50.4065,65.1163,46.5116,3,9.52921,42.6829,135.208,38.7039,-15.9424,36.4816,-19.4419,36.4816,-19.4419,36.4816,352.279,14,68.2927,68.2927,0.733185,0.663616,0,50,0,50,6,78.0488,65.1163,29.0698,2,14.2087,50.2058,99.5288,41.4065,97.561,202.217,118.977,202.217,118.977,202.217,705.251,965,26.8293,26.8293,0.584534,0.421071,0,71.4286,28.5714,0,14,82.9268,46.5116,34.8837,1,17.924,49.3902,118.983,41.1517,30.7095,272.875,37.4507,272.875,37.4507,272.875,757.235,185,37.8049,37.8049,0.705152,0.385328,9.52381,66.6667,4.7619,19.0476,21,53.6585,55.814,27.3256,4,car
14.6197,49,116.048,74.691,-2.58221,134.728,-1.72148,134.728,-1.72148,134.728,1246.67,1882.5,22.8333,22.8333,0.41998,0.67018,17.8571,75,3.57143,3.57143,28,56.381,54.5272,27.7666,14,0,11.7714,59.3333,175.51,31.6547,20.8392,279.069,27.7856,279.069,27.7856,279.069,340.611,8,40,40,0.352035,0.405875,57.1429,42.8571,0,0,7,64,68.5714,48.5714,2,9.48571,34,179.592,27.6618,67.6231,284.612,90.1641,284.612,90.1641,284.612,244.633,5.5,58.6667,58.6667,0.380576,0.653792,0,85.7143,0,14.2857,7,0,0,0,0,20.9143,49.3333,175.51,37.0836,1.33333,405.442,1.77778,405.442,1.77778,405.442,674.615,519,75.1111,75.1111,0.53837,0.584058,5.55556,77.7778,16.6667,0,18,48,68.5714,24.2857,2,18.2857,48,187.755,36.1088,102.944,235.603,137.259,235.603,137.259,235.603,512.823,231,94.6667,94.6667,0.463468,0.571851,0,75,6.25,18.75,16,21.3333,45.7143,32.8571,2,car
11.8906,49.2368,59.2325,76.4663,30.0897,-65.7168,20.4692,-65.7168,20.4692,-65.7168,2065.34,287,20.2829,20.2829,0.449674,0.712719,17.2414,72.4138,3.44828,6.89655,29,51.9048,58.125,29.6875,20,0,10.4452,52.7397,128.038,37.5421,29.2055,0.173611,40.0075,0.173611,40.0075,0.173611,406.22,50.5,35.6164,35.6164,0.27226,0.460938,14.2857,28.5714,42.8571,14.2857,7,52.968,52.7778,38.8889,3,8.44749,36.3014,130.208,31.0071,-5.70706,59.6488,-7.81789,59.6488,-7.81789,59.6488,282.4,13,54.7945,54.7945,0.5943,0.673504,50,33.3333,0,16.6667,6,65.7534,66.6667,45.8333,2,13.6701,49.3151,69.4445,37.4926,149.863,151.042,205.292,151.042,205.292,151.042,741.241,31.5,49.3151,49.3151,0.393667,0.464384,7.69231,84.6154,0,7.69231,13,56.621,69.4444,19.4444,3,15.2683,49.5985,102.52,36.3015,12.3646,234.772,16.9378,234.772,16.9378,234.772,588.156,379.5,90.411,90.411,0.470645,0.465294,5.55556,55.5556,5.55556,33.3333,18,38.3562,52.7778,25,3,car
16.9161,49.7221,85.4186,61.4662,66.6468,-80.4644,54.6285,-80.4644,54.6285,-80.4644,1461.91,1175.5,41.2646,41.2646,0.534637,0.613889,0,85,15,0,20,45.6036,48.2213,23.3202,11,0,10.945,61.4754,168.685,25.6157,72.4954,-16.1476,118.845,-16.1476,118.845,-16.1476,252.848,61,68.8525,68.8525,0.633124,0.439995,0,0,100,0,6,63.388,43.1373,36.2745,3,14.1755,44.2623,168.685,29.7142,-16.6276,54.3747,-27.2584,54.3747,-27.2584,54.3747,297.319,1.5,78.6885,78.6885,0.723133,0.379085,14.2857,85.7143,0,0,7,59.0164,82.3529,50,1,20.1061,51.8513,138.408,32.1478,-36.2705,8.65052,-59.4598,8.65052,-59.4598,8.65052,651.467,766,68.0328,68.0328,0.460905,0.353575,0,92.8571,7.14286,0,14,65.5738,70.5882,39.7059,2,24.0598,48.3607,173.01,31.1096,1.63934,8.65052,2.68745,8.65052,2.68745,8.65052,545.575,266,94.2623,94.2623,0.356348,0.462894,5,70,20,5,20,52.459,47.0588,19.1176,2,car
22.2506,47.2727,149.011,33.8436,41.5444,-46.5763,61.0947,-46.5763,61.0947,-46.5763,851.31,141.5,37.8394,37.8394,0.455152,0.688671,0,68.4211,21.0526,10.5263,19,42.6471,51.087,34.2391,4,0,18.2864,54.4118,236.295,16.4316,64.5858,-30.4772,189.958,-30.4772,189.958,-30.4772,149.652,34.5,67.6471,67.6471,0.460069,0.498303,33.3333,0,66.6667,0,3,58.8235,52.1739,30.4348,1,15.9847,39.7059,236.295,15.5697,36.2745,396.975,106.69,396.975,106.69,396.975,121.865,40,70.5882,70.5882,0.378253,0.604203,0,0,0,100,2,0,0,0,0,26.5985,45.9203,207.939,17.1592,2.94118,-122.873,8.65052,-122.873,8.65052,-122.873,286.268,184,8.82353,8.82353,0.389823,0.369565,0,33.3333,33.3333,33.3333,6,0,0,0,0,28.3887,47.0588,189.036,15.5867,10.2941,472.59,30.2768,472.59,30.2768,472.59,184.167,174.5,52.9412,52.9412,0.398096,0.555682,0,100,0,0,8,35.2941,52.1739,21.7391,1,car
22.8502,48.2558,164.954,41.9717,36.0465,-129.8,41.9146,-129.8,41.9146,-129.8,738.522,877,26.297,26.297,0.388457,0.52982,5.55556,88.8889,0,5.55556,18,51.6279,52.093,24.6512,5,0,20.9302,59.3023,272.109,17.5176,16.2791,430.839,37.8583,430.839,37.8583,430.839,220.512,21.5,39.5349,39.5349,0.365079,0.342782,0,100,0,0,2,46.5116,57.1429,38.0952,1,16.1683,37.2093,272.109,17.0495,87.315,579.262,203.058,579.262,203.058,579.262,146.147,18.5,39.5349,39.5349,0.505718,0.631148,0,0,0,100,4,0,0,0,0,29.4574,49.5349,147.392,21.067,-24.2397,146.52,-56.3714,146.52,-56.3714,146.52,272.104,35,60.0775,60.0775,0.717334,0.448104,0,71.4286,0,28.5714,7,0,0,0,0,28.0177,46.5116,215.42,20.1114,2.32558,-194.363,5.40833,-194.363,5.40833,-194.363,280.694,35.5,44.186,44.186,0.273591,0.468559,0,57.1429,14.2857,28.5714,7,27.907,57.1429,28.5714,1,car
20.9,49.3507,162.25,38.11,22.1222,-3.91284,28.7301,-3.91284,28.7301,-3.91284,682.778,221.5,29.6879,29.6879,0.403267,0.650419,9.09091,63.6364,0,27.2727,11,48.3117,44.6512,32.093,5,0,19.4236,59.2105,272.109,15.6631,19.9328,468.471,52.4548,468.471,52.4548,468.471,160.953,9.5,52.6316,52.6316,0.510121,0.396143,33.3333,33.3333,33.3333,0,3,0,0,0,0,18.2957,42.1053,294.785,16.6402,77.7677,266.635,204.652,266.635,204.652,266.635,146.397,31,68.4211,68.4211,0.356459,0.624339,0,100,0,0,4,0,0,0,0,25.188,48.6842,260.771,19.2282,94.7368,498.026,249.307,498.026,249.307,498.026,263.05,35,71.0526,71.0526,0.69528,0.526266,0,60,0,40,5,73.6842,57.1429,28.5714,1,24.4361,46.7936,206.246,19.1911,2.63158,-169.359,6.92521,-169.359,6.92521,-169.359,249.34,109.5,97.3684,97.3684,0.314373,0.366898,0,100,0,0,6,0,0,0,0,car
18.2453,48.2157,106.49,45.0308,-2.94672,144.38,-3.20296,144.38,-3.20296,144.38,1024.04,50.5,24.2831,24.2831,0.420781,0.568749,16.6667,75,0,8.33333,12,47.5845,59.9206,30.5556,9,0,17.8571,55.4348,229.592,20.7603,34.0602,-13.8591,74.0439,-13.8591,74.0439,-13.8591,235.6,43.5,43.4783,43.4783,0.388647,0.393452,0,50,33.3333,16.6667,6,43.4783,42.8571,28.5714,1,13.7422,39.1304,229.592,19.3519,54.6823,127.551,118.875,127.551,118.875,127.551,181.219,36.5,51.4493,51.4493,0.604214,0.699385,0,0,0,100,2,0,0,0,0,22.2826,48.913,127.551,22.3595,95.6522,-67.4198,207.939,-67.4198,207.939,-67.4198,348.14,81,41.3043,41.3043,0.60055,0.470763,0,77.7778,0,22.2222,9,60.8696,42.8571,25,1,19.9534,46.7391,102.041,21.115,-8.26087,12.7551,-17.9584,12.7551,-17.9584,12.7551,308.836,78.5,91.3043,91.3043,0.269505,0.427083,0,77.7778,22.2222,0,9,0,0,0,0,car
20.2471,49.1796,145.286,46.5046,27.0968,-131.281,29.1363,-131.281,29.1363,-131.281,1001.75,444,19.9626,19.9626,0.492311,0.63496,22.7273,63.6364,0,13.6364,22,44.8029,51.0638,26.9504,6,0,20.8885,52.1739,264.65,21.8253,26.9743,-0.385788,58.6397,-0.385788,58.6397,-0.385788,251.484,66.5,34.7826,34.7826,0.283337,0.421862,0,75,25,0,4,0,0,0,0,14.3667,32.6087,274.102,15.8984,54.3478,132.325,118.147,132.325,118.147,132.325,174.968,6,53.2609,53.2609,0.517933,0.627287,0,50,0,50,2,0,0,0,0,22.6843,48.913,132.325,22.525,111.18,18.9036,241.696,18.9036,241.696,18.9036,238.305,233.5,5.92885,5.92885,0.59327,0.198824,0,88.8889,0,11.1111,9,78.2609,52.1739,34.7826,1,29.3951,48.913,236.295,22.8581,-28.6957,378.072,-62.3819,378.072,-62.3819,378.072,425.979,120,93.4783,93.4783,0.610115,0.496043,0,66.6667,8.33333,25,12,26.087,52.1739,21.7391,1,car
9.86542,49.4675,40.4876,114.107,0.46729,-1.89984,0.21836,-1.89984,0.21836,-1.89984,2977.31,4095,27.9634,27.9634,0.515878,0.662836,0,86.2069,6.89655,6.89655,29,49.5016,52.56,32.6133,60,0,8.96895,50.4673,84.5473,59.68,23.7667,-0.146456,22.2118,-0.146456,22.2118,-0.146456,548.605,132,26.1682,26.1682,0.100401,0.311889,11.1111,66.6667,22.2222,0,9,50.4673,51.6129,51.2097,4,8.92373,49.5327,65.0364,57.385,-14.56,11.4997,-13.6075,11.4997,-13.6075,11.4997,537.349,51.5,88.785,88.785,0.917274,0.371971,11.1111,77.7778,0,11.1111,9,62.3053,58.0645,41.9355,6,11.0039,49.5327,54.6306,57.0233,11.6822,203.347,10.918,203.347,10.918,203.347,718.984,1273.5,80.3738,80.3738,0.473483,0.559655,3.7037,92.5926,3.7037,0,27,62.0561,47.7419,29.3548,5,11.4712,49.5327,94.9532,53.6812,53.7072,0.17343,50.1936,0.17343,50.1936,0.17343,931.883,118,39.8754,39.8754,0.589639,0.536992,15,70,5,10,20,46.4619,59.9078,25.3456,7,car
10.4737,49.5772,54.0679,99.0642,42.5551,-56.8025,21.7118,-56.8025,21.7118,-56.8025,2281.43,2269.5,25.2673,25.2673,0.446618,0.721785,18.4211,65.7895,10.5263,5.26316,38,48.9796,56.3393,27.862,37,0,8.26363,57.1429,106.154,45.835,15.5806,163.117,15.8986,163.117,15.8986,163.117,543.003,28.5,47.9592,47.9592,0.349506,0.492553,27.2727,9.09091,36.3636,27.2727,11,38.7755,59.0164,35.4508,8,8.24691,43.8776,107.498,47.4807,-9.22449,56.0065,-9.41275,56.0065,-9.41275,56.0065,477.829,39.5,72.9592,72.9592,0.768292,0.659494,28.5714,42.8571,0,28.5714,7,47.619,72.1311,26.776,3,12.4122,49.4898,75.2486,49.3138,-33.7622,70.5748,-34.4512,70.5748,-34.4512,70.5748,666.937,1729,84.1837,84.1837,0.485813,0.379766,13.0435,52.1739,30.4348,4.34783,23,66.6667,45.9016,26.2295,3,13.8173,48.9796,79.2798,48.4346,150.612,-41.3867,153.686,-41.3867,153.686,-41.3867,961.736,191.5,76.8708,76.8708,0.440556,0.721416,23.3333,50,10,16.6667,30,51.0204,62.2951,30.7377,4,car
